"Gene","name","chrom","locus","strand","hm.scores"
"ENSG00000168876","ANKRD49","chr11",94227152,"+",180.24
"ENSG00000196371","FUT4","chr11",94277016,"+",2449.76
"ENSG00000134627","PIWIL4","chr11",94300473,"+",136
"ENSG00000166025","AMOTL1","chr11",94501507,"+",2607
"ENSG00000186280","KDM4D","chr11",94706844,"+",199
"ENSG00000235268","KDM4E","chr11",94758421,"+",197.72
"ENSG00000149218","ENDOD1","chr11",94822973,"+",1969.2
"ENSG00000149212","SESN3","chr11",94965705,"-",546.6
"ENSG00000077458","FAM76B","chr11",95522954,"-",160
"ENSG00000166037","CEP57","chr11",95523624,"+",148.8
"ENSG00000087053","MTMR2","chr11",95657371,"-",120
"ENSG00000184384","MAML2","chr11",96076344,"-",458.28
"ENSG00000149231","CCDC82","chr11",96118154,"-",128
"ENSG00000183340","JRKL","chr11",96123157,"+",175.92
"ENSG00000149972","CNTN5","chr11",98891705,"+",801
"ENSG00000165895","ARHGAP42","chr11",100558406,"+",243.96
"ENSG00000170647","TMEM133","chr11",100862810,"+",92.36
"ENSG00000082175","PGR","chr11",101000544,"-",8120.56
"ENSG00000137672","TRPC6","chr11",101454659,"-",3115.92
"ENSG00000110318","KIAA1377","chr11",101785745,"+",306.28
"ENSG00000187151","ANGPTL5","chr11",101787253,"-",216
"ENSG00000137691","C11orf70","chr11",101918168,"+",393.76
"ENSG00000137693","YAP1","chr11",101981191,"+",274.48
"ENSG00000023445","BIRC3","chr11",102188180,"+",360.52
"ENSG00000110330","BIRC2","chr11",102217912,"+",171.04
"ENSG00000152558","TMEM123","chr11",102323775,"-",799.88
"ENSG00000137673","MMP7","chr11",102401478,"-",98.4
"ENSG00000137674","MMP20","chr11",102496063,"-",121.56
"ENSG00000137675","MMP27","chr11",102576468,"-",144
"ENSG00000118113","MMP8","chr11",102595685,"-",89.8
"ENSG00000166670","MMP10","chr11",102651359,"-",149.08
"ENSG00000196611","MMP1","chr11",102668966,"-",168
"ENSG00000149968","MMP3","chr11",102714342,"-",93.68
"ENSG00000137745","MMP13","chr11",102826463,"-",178.24
"ENSG00000137692","DCUN1D5","chr11",102962944,"-",184.24
"ENSG00000187240","DYNC2H1","chr11",102980159,"+",206.32
"ENSG00000170967","DDI1","chr11",103907307,"+",160
"ENSG00000170962","PDGFD","chr11",104035027,"-",288
"ENSG00000204403","CASP12","chr11",104769397,"-",131.44
"ENSG00000196954","CASP4","chr11",104839325,"-",200
"ENSG00000137752","CASP1","chr11",104905884,"-",95.12
"ENSG00000204397","CARD16","chr11",104916051,"-",96
"ENSG00000255221","CARD17","chr11",104972158,"-",134.68
"ENSG00000255501","CARD18","chr11",105010461,"-",133.04
"ENSG00000152578","GRIA4","chr11",105480799,"+",1130.64
"ENSG00000170903","MSANTD4","chr11",105892954,"-",151.44
"ENSG00000149313","AASDHPPT","chr11",105948291,"+",120
"ENSG00000182359","KBTBD3","chr11",105948465,"-",120.8
"ENSG00000152402","GUCY1A2","chr11",106889171,"-",1717.44
"ENSG00000152404","CWF19L2","chr11",107328572,"-",113.68
"ENSG00000137760","ALKBH8","chr11",107436461,"-",208
"ENSG00000110675","ELMOD1","chr11",107461816,"+",5656.56
"ENSG00000170290","SLN","chr11",107582787,"-",207.4
"ENSG00000110660","SLC35F2","chr11",107729914,"-",674.48
"ENSG00000179331","RAB39A","chr11",107799276,"+",192.28
"ENSG00000166266","CUL5","chr11",107879407,"+",199.2
"ENSG00000075239","ACAT1","chr11",107992257,"+",592.24
"ENSG00000149308","NPAT","chr11",108093365,"-",143.48
"ENSG00000149311","ATM","chr11",108093558,"+",136
"ENSG00000166323","C11orf65","chr11",108338258,"-",96.68
"ENSG00000178202","KDELC2","chr11",108369159,"-",622.64
"ENSG00000110723","EXPH5","chr11",108464374,"-",850.2
"ENSG00000178105","DDX10","chr11",108535815,"+",130.2
"ENSG00000185742","C11orf87","chr11",109292845,"+",4291.16
"ENSG00000149289","ZC3H12C","chr11",109963925,"+",676.8
"ENSG00000137710","RDX","chr11",110167437,"-",232
"ENSG00000137714","FDX1","chr11",110300660,"+",368.84
"ENSG00000137727","ARHGAP20","chr11",110583912,"-",3845.48
"ENSG00000150750","C11orf53","chr11",111126706,"+",102.48
"ENSG00000214290","COLCA2","chr11",111169270,"+",1708.36
"ENSG00000196167","COLCA1","chr11",111170539,"-",1705.16
"ENSG00000110777","POU2AF1","chr11",111250157,"-",116.36
"ENSG00000137707","BTG4","chr11",111383079,"-",2712.52
"ENSG00000183644","C11orf88","chr11",111385509,"+",2863.12
"ENSG00000204381","LAYN","chr11",111411232,"+",4278.64
"ENSG00000170145","SIK2","chr11",111473169,"+",1132.44
"ENSG00000137713","PPP2R1B","chr11",111637169,"-",240.92
"ENSG00000086848","ALG9","chr11",111742305,"-",205.36
"ENSG00000137720","C11orf1","chr11",111749947,"+",168.32
"ENSG00000255561","FDXACB1","chr11",111750181,"-",173
"ENSG00000109846","CRYAB","chr11",111782473,"-",212.32
"ENSG00000170276","HSPB2","chr11",111783459,"+",247.12
"ENSG00000150764","DIXDC1","chr11",111807926,"+",213.04
"ENSG00000150768","DLAT","chr11",111895537,"+",200.48
"ENSG00000150773","PIH1D2","chr11",111944895,"-",72
"ENSG00000150776","C11orf57","chr11",111944967,"+",78.88
"ENSG00000204370","SDHD","chr11",111957547,"+",183.6
"ENSG00000150782","IL18","chr11",112034840,"-",109.72
"ENSG00000150783","TEX12","chr11",112038094,"+",144
"ENSG00000197580","BCO2","chr11",112046207,"+",182.52
"ENSG00000150787","PTS","chr11",112097087,"+",104
"ENSG00000188771","C11orf34","chr11",112131583,"-",167.12
"ENSG00000149292","TTC12","chr11",113185250,"+",431
"ENSG00000170209","ANKK1","chr11",113258512,"+",628.32
"ENSG00000166682","TMPRSS5","chr11",113577068,"-",228.48
"ENSG00000086827","ZW10","chr11",113644485,"-",210.8
"ENSG00000228607","CLDN25","chr11",113650517,"+",307.96
"ENSG00000048028","USP28","chr11",113746256,"-",133.76
"ENSG00000149305","HTR3B","chr11",113775517,"+",124.36
"ENSG00000166736","HTR3A","chr11",113845796,"+",221.4
"ENSG00000109906","ZBTB16","chr11",113930430,"+",10037
"ENSG00000166741","NNMT","chr11",114128552,"+",311.56
"ENSG00000180425","C11orf71","chr11",114271272,"-",109.24
"ENSG00000076053","RBM7","chr11",114271383,"+",108.64
"ENSG00000076043","REXO2","chr11",114310107,"+",138.4
"ENSG00000095110","NXPE1","chr11",114430580,"-",228.08
"ENSG00000137634","NXPE4","chr11",114466484,"-",102.8
"ENSG00000204361","NXPE2","chr11",114549199,"+",136
"ENSG00000182985","CADM1","chr11",115375241,"-",1188.28
"ENSG00000137656","BUD13","chr11",116643714,"-",171.92
"ENSG00000109917","ZNF259","chr11",116658739,"-",316.84
"ENSG00000110243","APOA5","chr11",116663136,"-",686.72
"ENSG00000110244","APOA4","chr11",116694011,"-",249.68
"ENSG00000110245","APOC3","chr11",116700623,"+",244.04
"ENSG00000118137","APOA1","chr11",116708338,"-",578.56
"ENSG00000160584","SIK3","chr11",116968993,"-",194.52
"ENSG00000168092","PAFAH1B2","chr11",117014999,"+",211.36
"ENSG00000149577","SIDT2","chr11",117049938,"+",332.12
"ENSG00000149591","TAGLN","chr11",117070039,"+",292.08
"ENSG00000160613","PCSK7","chr11",117102811,"-",139.36
"ENSG00000167257","RNF214","chr11",117103340,"+",164.56
"ENSG00000186318","BACE1","chr11",117186972,"-",456.12
"ENSG00000110274","CEP164","chr11",117192493,"+",88
"ENSG00000177103","DSCAML1","chr11",117667976,"-",6174.4
"ENSG00000137731","FXYD2","chr11",117698807,"-",336
"ENSG00000137726","FXYD6","chr11",117748201,"-",1174.04
"ENSG00000137747","TMPRSS13","chr11",117800168,"-",416.04
"ENSG00000110324","IL10RA","chr11",117857105,"+",2755.44
"ENSG00000137648","TMPRSS4","chr11",117947726,"+",342.32
"ENSG00000177098","SCN4B","chr11",118023630,"-",5366.92
"ENSG00000149575","SCN2B","chr11",118047337,"-",1291.88
"ENSG00000160593","AMICA1","chr11",118095809,"-",297.28
"ENSG00000160588","MPZL3","chr11",118123011,"-",310.12
"ENSG00000149573","MPZL2","chr11",118135251,"-",2162.68
"ENSG00000198851","CD3E","chr11",118175294,"+",158.2
"ENSG00000167286","CD3D","chr11",118213459,"-",262.44
"ENSG00000160654","CD3G","chr11",118215058,"+",268.4
"ENSG00000110344","UBE4A","chr11",118230295,"+",281.48
"ENSG00000167283","ATP5L","chr11",118272103,"+",155.48
"ENSG00000118058","KMT2A","chr11",118307204,"+",251.8
"ENSG00000172425","TTC36","chr11",118398209,"+",285.96
"ENSG00000149582","TMEM25","chr11",118401802,"+",411.6
"ENSG00000118096","IFT46","chr11",118436791,"-",119.6
"ENSG00000095139","ARCN1","chr11",118443101,"+",168
"ENSG00000019144","PHLDB1","chr11",118477212,"+",6251.6
"ENSG00000118094","TREH","chr11",118550381,"-",319.08
"ENSG00000160683","CXCR5","chr11",118754474,"+",386.48
"ENSG00000186174","BCL9L","chr11",118781613,"-",203.12
"ENSG00000110375","UPK2","chr11",118827007,"+",487.92
"ENSG00000176302","FOXR1","chr11",118842416,"+",96
"ENSG00000186166","CCDC84","chr11",118868851,"+",223.28
"ENSG00000118181","RPS25","chr11",118889057,"-",179.96
"ENSG00000196655","TRAPPC4","chr11",118889240,"+",165.76
"ENSG00000137700","SLC37A4","chr11",118901616,"-",203.64
"ENSG00000256269","HMBS","chr11",118955586,"+",116.84
"ENSG00000188486","H2AFX","chr11",118966177,"-",170.24
"ENSG00000172269","DPAGT1","chr11",118972785,"-",122.84
"ENSG00000172375","C2CD2L","chr11",118978092,"+",1470.92
"ENSG00000172273","HINFP","chr11",118992232,"+",126.12
"ENSG00000160703","NLRX1","chr11",119039436,"+",168
"ENSG00000172367","PDZD3","chr11",119056165,"+",233.2
"ENSG00000110395","CBL","chr11",119076985,"+",120
"ENSG00000076706","MCAM","chr11",119187840,"-",4231.36
"ENSG00000173456","RNF26","chr11",119205209,"+",165.52
"ENSG00000036672","USP2","chr11",119252436,"-",1081.28
"ENSG00000154096","THY1","chr11",119294246,"-",304.64
"ENSG00000110400","PVRL1","chr11",119599435,"-",332.16
"ENSG00000137699","TRIM29","chr11",120008863,"-",412.76
"ENSG00000184232","OAF","chr11",120081746,"+",7697.72
"ENSG00000137709","POU2F3","chr11",120107348,"+",338.4
"ENSG00000181264","TMEM136","chr11",120195837,"+",458.32
"ENSG00000196914","ARHGEF12","chr11",120207617,"+",239.56
"ENSG00000149403","GRIK4","chr11",120382467,"+",995.32
"ENSG00000154114","TBCEL","chr11",120894802,"+",256.52
"ENSG00000109927","TECTA","chr11",120973374,"+",126.48
"ENSG00000109929","SC5D","chr11",121163387,"+",142.28
"ENSG00000137642","SORL1","chr11",121322911,"+",605.84
"ENSG00000259571","BLID","chr11",121986923,"-",264
"ENSG00000154127","UBASH3B","chr11",122526397,"+",1214.44
"ENSG00000109943","CRTAM","chr11",122709254,"+",121.6
"ENSG00000109944","C11orf63","chr11",122753235,"+",1169.04
"ENSG00000188909","BSX","chr11",122852379,"-",12313.8
"ENSG00000109971","HSPA8","chr11",122932901,"-",216
"ENSG00000166250","CLMP","chr11",123066007,"-",842.32
"ENSG00000023171","GRAMD1B","chr11",123396527,"+",242.44
"ENSG00000166257","SCN3B","chr11",123525315,"-",1656.04
"ENSG00000166261","ZNF202","chr11",123612363,"-",260.4
"ENSG00000221931","OR6X1","chr11",123625226,"-",228.96
"ENSG00000196099","OR6M1","chr11",123677057,"-",88
"ENSG00000204300","TMEM225","chr11",123756340,"-",208.6
"ENSG00000181518","OR8D4","chr11",123777138,"+",228.12
"ENSG00000171014","OR4D5","chr11",123810323,"+",196.56
"ENSG00000181499","OR6T1","chr11",123814545,"-",192.56
"ENSG00000196248","OR10S1","chr11",123848398,"-",200
"ENSG00000254737","OR10G4","chr11",123886281,"+",134.2
"ENSG00000236981","OR10G9","chr11",123893719,"+",144.16
"ENSG00000234560","OR10G8","chr11",123900329,"+",199.2
"ENSG00000182634","OR10G7","chr11",123909708,"-",175.28
"ENSG00000110002","VWA5A","chr11",123986110,"+",232
"ENSG00000196341","OR8D1","chr11",124180662,"-",160
"ENSG00000197263","OR8D2","chr11",124190093,"-",72
"ENSG00000204293","OR8B2","chr11",124253239,"-",134.08
"ENSG00000196661","OR8B3","chr11",124267247,"-",161.44
"ENSG00000198657","OR8B4","chr11",124294767,"-",183.84
"ENSG00000197125","OR8B8","chr11",124310981,"-",197.48
"ENSG00000170953","OR8B12","chr11",124413550,"-",229.92
"ENSG00000196119","OR8A1","chr11",124439964,"+",128
"ENSG00000154143","PANX3","chr11",124481452,"+",326.92
"ENSG00000064199","SPA17","chr11",124543739,"+",1056.72
"ENSG00000110013","SIAE","chr11",124546199,"-",252.32
"ENSG00000154146","NRGN","chr11",124609828,"+",9192.92
"ENSG00000019102","VSIG2","chr11",124622109,"-",12314.76
"ENSG00000149564","ESAM","chr11",124632223,"-",8911.32
"ENSG00000120458","MSANTD2","chr11",124670299,"-",248.08
"ENSG00000154134","ROBO3","chr11",124735304,"+",15739.32
"ENSG00000154133","ROBO4","chr11",124767831,"-",303
"ENSG00000221932","HEPN1","chr11",124789145,"+",1668.68
"ENSG00000165478","HEPACAM","chr11",124806308,"-",578.08
"ENSG00000149548","CCDC15","chr11",124824016,"+",466.88
"ENSG00000134955","SLC37A2","chr11",124933012,"+",2003.68
"ENSG00000150433","TMEM218","chr11",124981659,"-",212.52
"ENSG00000165495","PKNOX2","chr11",125034558,"+",2219
"ENSG00000149557","FEZ1","chr11",125366206,"-",432.6
"ENSG00000134910","STT3A","chr11",125462738,"+",111.64
"ENSG00000149554","CHEK1","chr11",125495030,"+",149.64
"ENSG00000134940","ACRV1","chr11",125550793,"-",88
"ENSG00000171053","PATE1","chr11",125616187,"+",256.12
"ENSG00000196844","PATE2","chr11",125648714,"-",206.36
"ENSG00000236027","PATE3","chr11",125658005,"+",192.4
"ENSG00000237353","PATE4","chr11",125703210,"+",252.6
"ENSG00000198331","HYLS1","chr11",125753508,"+",170.64
"ENSG00000110060","PUS3","chr11",125773116,"-",1280.6
"ENSG00000109832","DDX25","chr11",125774260,"+",1742.36
"ENSG00000064309","CDON","chr11",125933187,"-",289.44
"ENSG00000165526","RPUSD4","chr11",126081587,"-",120
"ENSG00000197798","FAM118B","chr11",126081618,"+",132.6
"ENSG00000182934","SRPR","chr11",126138877,"-",191.2
"ENSG00000110074","FOXRED1","chr11",126138934,"+",206.08
"ENSG00000150455","TIRAP","chr11",126152981,"+",777
"ENSG00000110063","DCPS","chr11",126173646,"+",134.24
"ENSG00000110080","ST3GAL4","chr11",126225539,"+",297.08
"ENSG00000149571","KIRREL3","chr11",126870766,"-",5600.88
"ENSG00000134954","ETS1","chr11",128457453,"-",399.8
"ENSG00000151702","FLI1","chr11",128556429,"+",12840.28
"ENSG00000151704","KCNJ1","chr11",128737268,"-",227
"ENSG00000120457","KCNJ5","chr11",128761312,"+",7285.28
"ENSG00000174370","C11orf45","chr11",128776126,"-",5025
"ENSG00000120471","TP53AIP1","chr11",128813294,"-",323.4
"ENSG00000134909","ARHGAP32","chr11",129062093,"-",108.84
"ENSG00000043039","BARX2","chr11",129245880,"+",7629.32
"ENSG00000151715","TMEM45B","chr11",129685740,"+",2683.92
"ENSG00000170322","NFRKB","chr11",129765490,"-",161.48
"ENSG00000170325","PRDM10","chr11",129872730,"-",142.68
"ENSG00000084234","APLP2","chr11",129939715,"+",1227.12
"ENSG00000149418","ST14","chr11",130029681,"+",3780.56
"ENSG00000196323","ZBTB44","chr11",130184607,"-",146.04
"ENSG00000134917","ADAMTS8","chr11",130298539,"-",2758.68
"ENSG00000166106","ADAMTS15","chr11",130318868,"+",3653.24
"ENSG00000175728","C11orf44","chr11",130542850,"+",260.16
"ENSG00000120451","SNX19","chr11",130786382,"-",886.72
"ENSG00000182667","NTM","chr11",131240370,"+",291.44
"ENSG00000183715","OPCML","chr11",133402403,"-",1357.12
"ENSG00000166118","SPATA19","chr11",133715392,"-",330
"ENSG00000080854","IGSF9B","chr11",133826649,"-",1591.2
"ENSG00000166086","JAM3","chr11",133938819,"+",631.8
"ENSG00000151502","VPS26B","chr11",134094560,"+",528.12
"ENSG00000151500","THYN1","chr11",134123260,"-",150.28
"ENSG00000151498","ACAD8","chr11",134123433,"+",152
"ENSG00000166105","GLB1L3","chr11",134146274,"+",883.48
"ENSG00000149328","GLB1L2","chr11",134201767,"+",1830.12
"ENSG00000109956","B3GAT1","chr11",134281812,"-",721.88
"ENSG00000120645","IQSEC3","chr12",176048,"+",1317.76
"ENSG00000111181","SLC6A12","chr12",322863,"-",915.16
"ENSG00000010379","SLC6A13","chr12",372039,"-",203
"ENSG00000120647","CCDC77","chr12",498515,"+",129.2
"ENSG00000073614","KDM5A","chr12",498620,"-",128
"ENSG00000139044","B4GALNT3","chr12",569542,"+",1601.04
"ENSG00000171840","NINJ2","chr12",772755,"-",276.2
"ENSG00000060237","WNK1","chr12",862088,"+",300.8
"ENSG00000002016","RAD52","chr12",1099219,"-",417.92
"ENSG00000082805","ERC1","chr12",1100403,"+",456.76
"ENSG00000111186","WNT5B","chr12",1683822,"+",545.24
"ENSG00000171823","FBXL14","chr12",1703331,"-",3977.48
"ENSG00000006831","ADIPOR2","chr12",1800246,"+",116.36
"ENSG00000166159","LRTM2","chr12",1929432,"+",2369.24
"ENSG00000151062","CACNA2D4","chr12",2027870,"-",192
"ENSG00000151065","DCP1B","chr12",2113677,"-",184
"ENSG00000151067","CACNA1C","chr12",2162415,"+",4859.56
"ENSG00000004478","FKBP4","chr12",2904107,"+",801.64
"ENSG00000111203","ITFG2","chr12",2921786,"+",169.96
"ENSG00000053702","NRIP2","chr12",2944221,"-",345.08
"ENSG00000171792","RHNO1","chr12",2985423,"+",136
"ENSG00000111206","FOXM1","chr12",2986321,"-",136.52
"ENSG00000078246","TULP3","chr12",3000032,"+",178
"ENSG00000197905","TEAD4","chr12",3068477,"+",711.04
"ENSG00000011105","TSPAN9","chr12",3186520,"+",857.36
"ENSG00000111218","PRMT8","chr12",3490514,"+",331.24
"ENSG00000130038","EFCAB4B","chr12",3862366,"-",1527.12
"ENSG00000111224","PARP11","chr12",3982608,"-",233.52
"ENSG00000118971","CCND2","chr12",4382901,"+",983.28
"ENSG00000078237","C12orf5","chr12",4430358,"+",291.52
"ENSG00000118972","FGF23","chr12",4488894,"-",376
"ENSG00000111241","FGF6","chr12",4554780,"-",381.96
"ENSG00000047621","C12orf4","chr12",4647637,"-",172.16
"ENSG00000111247","RAD51AP1","chr12",4647949,"+",164.4
"ENSG00000010219","DYRK4","chr12",4699243,"+",353.8
"ENSG00000111254","AKAP3","chr12",4758213,"-",128
"ENSG00000139180","NDUFA9","chr12",4758263,"+",128
"ENSG00000130035","GALNT8","chr12",4829751,"+",291.88
"ENSG00000111262","KCNA1","chr12",5019072,"+",7058.04
"ENSG00000130037","KCNA5","chr12",5153084,"+",5887.8
"ENSG00000185652","NTF3","chr12",5541279,"+",5825.2
"ENSG00000110799","VWF","chr12",6233836,"-",293.92
"ENSG00000010278","CD9","chr12",6309481,"+",723.28
"ENSG00000008323","PLEKHG6","chr12",6419601,"+",529.92
"ENSG00000067182","TNFRSF1A","chr12",6451283,"-",125.44
"ENSG00000111321","LTBR","chr12",6484533,"+",240.84
"ENSG00000111319","SCNN1A","chr12",6486523,"-",236.8
"ENSG00000139193","CD27","chr12",6554050,"+",303.8
"ENSG00000139192","TAPBPL","chr12",6561176,"+",201.48
"ENSG00000139190","VAMP1","chr12",6579843,"-",335.88
"ENSG00000111639","MRPL51","chr12",6602471,"-",146.12
"ENSG00000010292","NCAPD2","chr12",6603297,"+",214.68
"ENSG00000111640","GAPDH","chr12",6643584,"+",160.2
"ENSG00000010295","IFFO1","chr12",6665249,"-",238.72
"ENSG00000111641","NOP2","chr12",6677498,"-",171.4
"ENSG00000111642","CHD4","chr12",6715617,"-",88.24
"ENSG00000184574","LPAR5","chr12",6748203,"-",362.92
"ENSG00000111644","ACRBP","chr12",6756580,"-",408.08
"ENSG00000111653","ING4","chr12",6772308,"-",150.56
"ENSG00000126746","ZNF384","chr12",6798738,"-",173.6
"ENSG00000139200","PIANP","chr12",6810009,"-",1115.68
"ENSG00000111652","COPS7A","chr12",6833149,"+",184
"ENSG00000159335","PTMS","chr12",6875540,"+",156.24
"ENSG00000089693","MLF2","chr12",6876641,"-",136.88
"ENSG00000089692","LAG3","chr12",6881669,"+",1530.52
"ENSG00000010610","CD4","chr12",6898637,"+",372.96
"ENSG00000250510","GPR162","chr12",6930962,"+",792.92
"ENSG00000111664","GNB3","chr12",6949374,"+",72
"ENSG00000111665","CDCA3","chr12",6960456,"-",201.68
"ENSG00000111667","USP5","chr12",6961284,"+",194.16
"ENSG00000111669","TPI1","chr12",6976583,"+",221.84
"ENSG00000111671","SPSB2","chr12",6982521,"-",184
"ENSG00000010626","LRRC23","chr12",7013896,"+",403.24
"ENSG00000111674","ENO2","chr12",7023613,"+",387.24
"ENSG00000111676","ATN1","chr12",7033625,"+",108.76
"ENSG00000111678","C12orf57","chr12",7053202,"+",200
"ENSG00000111679","PTPN6","chr12",7055739,"+",177.28
"ENSG00000215021","PHB2","chr12",7079916,"-",223.2
"ENSG00000268439","EMG1","chr12",7079943,"+",239.4
"ENSG00000182326","C1S","chr12",7096259,"+",128
"ENSG00000111684","LPCAT3","chr12",7125842,"-",166.48
"ENSG00000159403","C1R","chr12",7245043,"-",477.8
"ENSG00000139178","C1RL","chr12",7261869,"-",240
"ENSG00000139194","RBP5","chr12",7281466,"-",704
"ENSG00000139182","CLSTN3","chr12",7282966,"+",882.68
"ENSG00000139197","PEX5","chr12",7341758,"+",253.68
"ENSG00000215009","ACSM4","chr12",7456927,"+",217.36
"ENSG00000177675","CD163L1","chr12",7596749,"-",281.12
"ENSG00000177575","CD163","chr12",7656414,"-",87.84
"ENSG00000111701","APOBEC1","chr12",7818502,"-",132.96
"ENSG00000184344","GDF3","chr12",7848360,"-",207.4
"ENSG00000187569","DPPA3","chr12",7864088,"+",185.68
"ENSG00000198178","CLEC4C","chr12",7902069,"-",141.6
"ENSG00000205857","NANOGNB","chr12",7917811,"+",168
"ENSG00000111704","NANOG","chr12",7941994,"+",213.28
"ENSG00000173262","SLC2A14","chr12",8043744,"-",120
"ENSG00000059804","SLC2A3","chr12",8088892,"-",144
"ENSG00000065970","FOXJ2","chr12",8185358,"+",324.84
"ENSG00000171860","C3AR1","chr12",8218955,"-",182.48
"ENSG00000089818","NECAP1","chr12",8234806,"+",97.8
"ENSG00000111729","CLEC4A","chr12",8276227,"+",176
"ENSG00000196946","ZNF705A","chr12",8325149,"+",114.44
"ENSG00000171847","FAM90A1","chr12",8380214,"-",168
"ENSG00000205846","CLEC6A","chr12",8608590,"+",154.28
"ENSG00000166527","CLEC4D","chr12",8666135,"+",263.44
"ENSG00000166523","CLEC4E","chr12",8693558,"-",176
"ENSG00000111732","AICDA","chr12",8765442,"-",160.08
"ENSG00000197614","MFAP5","chr12",8815433,"-",327.28
"ENSG00000166532","RIMKLB","chr12",8850517,"+",196.24
"ENSG00000166535","A2ML1","chr12",8975149,"+",183.28
"ENSG00000111752","PHC1","chr12",9067315,"+",143.68
"ENSG00000003056","M6PR","chr12",9102357,"-",156.24
"ENSG00000139187","KLRG1","chr12",9142220,"+",113.12
"ENSG00000175899","A2M","chr12",9268558,"-",128
"ENSG00000126838","PZP","chr12",9360966,"-",240.4
"ENSG00000111796","KLRB1","chr12",9760497,"-",102.64
"ENSG00000184293","CLECL1","chr12",9885895,"-",153.6
"ENSG00000110848","CD69","chr12",9913497,"-",110.68
"ENSG00000110852","CLEC2B","chr12",10022458,"-",70.16
"ENSG00000256797","KLRF2","chr12",10034087,"+",151.24
"ENSG00000188393","CLEC2A","chr12",10084980,"-",136.88
"ENSG00000172322","CLEC12A","chr12",10103914,"+",100.4
"ENSG00000165682","CLEC1B","chr12",10151899,"-",198.32
"ENSG00000256660","CLEC12B","chr12",10163230,"+",200.68
"ENSG00000197992","CLEC9A","chr12",10183275,"+",128
"ENSG00000150048","CLEC1A","chr12",10251605,"-",192.72
"ENSG00000173391","OLR1","chr12",10324790,"-",113
"ENSG00000165685","TMEM52B","chr12",10331556,"+",120
"ENSG00000139112","GABARAPL1","chr12",10365488,"+",192
"ENSG00000134539","KLRD1","chr12",10457049,"+",104
"ENSG00000183542","KLRC4","chr12",10562356,"-",140.6
"ENSG00000205810","KLRC3","chr12",10573194,"-",88
"ENSG00000205809","KLRC2","chr12",10588592,"-",56
"ENSG00000134545","KLRC1","chr12",10607215,"-",201.32
"ENSG00000111196","MAGOHB","chr12",10766208,"-",114.32
"ENSG00000060140","STYK1","chr12",10826891,"-",138
"ENSG00000060138","YBX3","chr12",10875953,"-",208
"ENSG00000121377","TAS2R7","chr12",10955226,"-",167.68
"ENSG00000121314","TAS2R8","chr12",10959579,"-",117.32
"ENSG00000121381","TAS2R9","chr12",10962767,"-",153.16
"ENSG00000121318","TAS2R10","chr12",10978868,"-",120
"ENSG00000111215","PRR4","chr12",11002075,"-",124.2
"ENSG00000231887","PRH1","chr12",11036874,"-",201.2
"ENSG00000212128","TAS2R13","chr12",11062161,"-",122.44
"ENSG00000134551","PRH2","chr12",11081833,"+",144.44
"ENSG00000212127","TAS2R14","chr12",11091806,"-",102.12
"ENSG00000212126","TAS2R50","chr12",11139511,"-",96
"ENSG00000255837","TAS2R20","chr12",11150474,"-",99.84
"ENSG00000212124","TAS2R19","chr12",11175170,"-",58.96
"ENSG00000256436","TAS2R31","chr12",11184006,"-",160
"ENSG00000226761","TAS2R46","chr12",11214893,"-",156
"ENSG00000255374","TAS2R43","chr12",11244912,"-",60.48
"ENSG00000256188","TAS2R30","chr12",11286843,"-",149.32
"ENSG00000186136","TAS2R42","chr12",11339543,"-",171.72
"ENSG00000230657","PRB4","chr12",11463369,"-",143.56
"ENSG00000251655","PRB1","chr12",11508524,"-",205.08
"ENSG00000121335","PRB2","chr12",11548498,"-",163.28
"ENSG00000139083","ETV6","chr12",11802787,"+",190.96
"ENSG00000121380","BCL2L14","chr12",12223877,"+",274.56
"ENSG00000070018","LRP6","chr12",12419811,"-",166.72
"ENSG00000111261","MANSC1","chr12",12503169,"-",415.16
"ENSG00000205791","LOH12CR2","chr12",12510001,"-",141.36
"ENSG00000165714","LOH12CR1","chr12",12510019,"+",137.6
"ENSG00000111266","DUSP16","chr12",12715448,"-",201.64
"ENSG00000111269","CREBL2","chr12",12764830,"+",208
"ENSG00000183150","GPR19","chr12",12849121,"-",185.04
"ENSG00000111276","CDKN1B","chr12",12870301,"+",546.36
"ENSG00000178878","APOLD1","chr12",12878850,"+",254.72
"ENSG00000013588","GPRC5A","chr12",13043955,"+",1798.08
"ENSG00000111291","GPRC5D","chr12",13103318,"-",232
"ENSG00000013583","HEBP1","chr12",13153243,"-",539.64
"ENSG00000084444","KIAA1467","chr12",13197314,"+",288.92
"ENSG00000111305","GSG1","chr12",13256630,"-",371.52
"ENSG00000134531","EMP1","chr12",13349601,"+",236.52
"ENSG00000180861","C12orf36","chr12",13529679,"-",119.56
"ENSG00000273079","GRIN2B","chr12",14133022,"-",2451.52
"ENSG00000171681","ATF7IP","chr12",14518610,"+",147.32
"ENSG00000121316","PLBD1","chr12",14720791,"-",744.68
"ENSG00000070019","GUCY2C","chr12",14849519,"-",233.48
"ENSG00000197837","HIST4H4","chr12",14924065,"-",248.04
"ENSG00000246705","H2AFJ","chr12",14927269,"+",278.8
"ENSG00000084463","WBP11","chr12",14956401,"-",179.32
"ENSG00000182993","C12orf60","chr12",14956505,"+",182.96
"ENSG00000179256","SMCO3","chr12",14967116,"-",148.64
