ensemblID,OGS,chromosome,TSSLocation,strand,sumMethylationFractionBySite,meanMethylationFractionBySite,meanMethylationFractionByRegion,sumOfScaledMethylatedReadsByRegion
ENSG00000150991,UBC,chr12,125399587,-,197,7.296296296,0.027169118,16.28692936
ENSG00000184992,BRI3BP,chr12,125478193,+,109,2.096153846,0.022813437,40.11389724
ENSG00000081760,AACS,chr12,125549924,+,150,3.846153846,0.018535714,16.44084062
ENSG00000139364,TMEM132B,chr12,125811161,+,0,NA,NA,0
ENSG00000181234,TMEM132C,chr12,128751947,+,3554,43.87654321,0.456269357,1017.481852
ENSG00000139370,SLC15A4,chr12,129308541,-,65,2.708333333,0.024193787,34.49682687
ENSG00000151948,GLT1D1,chr12,129338080,+,3785,38.23232323,0.455288229,2751.334741
ENSG00000151952,TMEM132D,chr12,130388212,-,2672,21.376,0.233670629,870.7949614
ENSG00000111432,FZD10,chr12,130647003,+,10749,46.33189655,0.544975888,6221.587467
ENSG00000125207,PIWIL1,chr12,130822432,+,3739,62.31666667,0.677619409,1076.439979
ENSG00000060709,RIMBP2,chr12,131002462,-,0,NA,NA,0
ENSG00000111450,STX2,chr12,131323819,-,334,3.408163265,0.023984723,79.44999519
ENSG00000132341,RAN,chr12,131356616,+,114,2.150943396,0.024786253,30.75888811
ENSG00000111452,GPR133,chr12,131438451,+,0,NA,NA,0
ENSG00000061936,SFSWAP,chr12,132195631,+,56,1.513513514,0.018715004,27.01276377
ENSG00000198598,MMP17,chr12,132312940,+,1405,13.13084112,0.23177894,1006.649995
ENSG00000177169,ULK1,chr12,132379278,+,889,7.798245614,0.092144507,322.240716
ENSG00000177192,PUS1,chr12,132413744,+,220,4.583333333,0.027266543,51.46762196
ENSG00000183495,EP400,chr12,132434464,+,424,3.164179104,0.014978266,69.62377258
ENSG00000185163,DDX51,chr12,132628880,-,346,4.613333333,0.019300796,60.00939643
ENSG00000184967,NOC4L,chr12,132628992,+,346,4.613333333,0.019300796,60.76091974
ENSG00000182870,GALNT9,chr12,132905905,-,2197,29.29333333,0.338137485,1248.302757
ENSG00000112787,FBRSL1,chr12,133067156,+,370,2.387096774,0.018004364,97.39943965
ENSG00000187848,P2RX2,chr12,133195402,+,3434,79.86046512,0.803173306,2485.11852
ENSG00000177084,POLE,chr12,133263945,-,350,3.017241379,0.021179879,86.45110007
ENSG00000176894,PXMP2,chr12,133264191,+,350,3.017241379,0.021179879,85.13856073
ENSG00000247077,PGAM5,chr12,133287392,+,135,1.646341463,0.020493162,51.67753164
ENSG00000176915,ANKLE2,chr12,133338451,-,295,2.438016529,0.023287938,88.07885063
ENSG00000090615,GOLGA3,chr12,133405426,-,21,0.65625,0.013816631,6.572479593
ENSG00000072609,CHFR,chr12,133464204,-,592,24.66666667,0.534874759,305.9558576
ENSG00000196458,ZNF605,chr12,133532892,-,480,40,0.400396825,104.5745294
ENSG00000198393,ZNF26,chr12,133562933,+,171,4.384615385,0.016232416,27.43566964
ENSG00000198040,ZNF84,chr12,133613877,+,17,1.7,0.017080645,11.55790705
ENSG00000196387,ZNF140,chr12,133657036,+,22,3.666666667,0.037021277,10.86030266
ENSG00000214029,ZNF891,chr12,133707059,-,267,8.090909091,0.041102603,29.34380507
ENSG00000256223,ZNF10,chr12,133707212,+,267,8.090909091,0.041102603,30.19538168
ENSG00000090612,ZNF268,chr12,133757994,+,18,3.6,0.04013245,6.465575451
ENSG00000227059,ANHX,chr12,133812422,-,2211,48.06521739,0.590481928,925.4865049
ENSG00000198033,TUBA3C,chr13,19755992,-,200,100,1,2.275609174
ENSG00000132958,TPTE2,chr13,20135714,-,1864,81.04347826,0.870191304,539.2512668
ENSG00000196199,MPHOSPH8,chr13,20207787,+,0,NA,NA,0
ENSG00000121390,PSPC1,chr13,20357159,-,48,1.846153846,0.017900172,11.1835562
ENSG00000132950,ZMYM5,chr13,20437776,-,65,1.382978723,0.022289308,19.80777231
ENSG00000121743,GJA3,chr13,20735183,-,3533,49.76056338,0.501772002,943.5530742
ENSG00000165474,GJB2,chr13,20767114,-,3723,47.12658228,0.539079392,1381.504832
ENSG00000121742,GJB6,chr13,20806534,-,946,16.59649123,0.261668153,308.6352162
ENSG00000165475,CRYL1,chr13,21100012,-,112,2,0.021041405,33.98908264
ENSG00000032742,IFT88,chr13,21141207,+,64,5.818181818,0.025714286,2.01798749
ENSG00000172458,IL17D,chr13,21277481,+,370,3.189655172,0.026986885,91.59163555
ENSG00000150456,N6AMT2,chr13,21348095,-,50,2.272727273,0.018809524,8.358818961
ENSG00000132953,XPO4,chr13,21476913,-,22,1.466666667,0.015686275,7.347441787
ENSG00000150457,LATS2,chr13,21635722,-,4262,38.3963964,0.461725791,1171.312956
ENSG00000150459,SAP18,chr13,21714652,+,167,9.823529412,0.039337748,12.91152316
ENSG00000173141,MRP63,chr13,21750371,+,14,0.823529412,0.020230415,9.175970938
ENSG00000165480,SKA3,chr13,21750741,-,14,0.823529412,0.020230415,9.046572753
ENSG00000180776,ZDHHC20,chr13,22033508,-,89,2.472222222,0.032294118,12.05910837
ENSG00000165487,MICU2,chr13,22178355,-,131,3.742857143,0.017572383,8.030294369
ENSG00000102678,FGF9,chr13,22245214,+,266,4.222222222,0.025216535,29.40427422
ENSG00000102683,SGCG,chr13,23755059,+,0,NA,NA,0
ENSG00000151835,SACS,chr13,24007867,-,0,NA,NA,0
ENSG00000127863,TNFRSF19,chr13,24144508,+,0,NA,NA,0
ENSG00000027001,MIPEP,chr13,24463587,-,8,0.421052632,0.007384615,0.975678654
ENSG00000205863,C1QTNF9B,chr13,24471194,-,30,15,0.153333333,20.30927801
ENSG00000182957,SPATA13,chr13,24553838,+,6,0.272727273,0.012340426,1.950510032
ENSG00000240654,C1QTNF9,chr13,24883715,+,105,4.772727273,0.058487395,16.77991487
ENSG00000102699,PARP4,chr13,25086948,-,45,2.142857143,0.028015873,21.25571806
ENSG00000075673,ATP12A,chr13,25254548,+,2690,36.35135135,0.481117358,722.4738237
ENSG00000132972,RNF17,chr13,25338300,+,240,40,0.388571429,38.25336201
ENSG00000151849,CENPJ,chr13,25497027,-,124,3.757575758,0.033571429,6.38893452
ENSG00000151846,PABPC3,chr13,25670275,+,27,5.4,0.054,3.119782826
ENSG00000165566,AMER2,chr13,25746305,-,3298,50.73846154,0.70074588,1039.28922
ENSG00000139505,MTMR6,chr13,25861704,-,55,2.391304348,0.027376344,13.47931395
ENSG00000139496,NUPL1,chr13,25875665,+,15,0.882352941,0.009433962,2.09207396
ENSG00000132932,ATP8A2,chr13,25946208,+,499,11.34090909,0.06875,43.69774376
ENSG00000180730,SHISA2,chr13,26625198,-,3625,41.66666667,0.500850084,1395.991824
ENSG00000127870,RNF6,chr13,26796508,-,125,5,0.016758105,7.564079751
ENSG00000132964,CDK8,chr13,26828755,+,200,5.714285714,0.022451994,15.93911333
ENSG00000132970,WASF3,chr13,27131839,+,1087,12.49425287,0.224284259,490.3222634
ENSG00000132975,GPR12,chr13,27334922,-,573,14.69230769,0.182651685,83.49785293
ENSG00000152484,USP12,chr13,27746033,-,228,2.235294118,0.018560658,30.19258958
ENSG00000122026,RPL21,chr13,27825691,+,19,2.375,0.021621622,4.191536747
ENSG00000122035,RASL11A,chr13,27844463,+,99,1.356164384,0.016634206,29.84970779
ENSG00000122034,GTF3A,chr13,27998680,+,73,1.46,0.016580227,20.83705205
ENSG00000122033,MTIF3,chr13,28024739,-,59,1.735294118,0.02,11.59828876
ENSG00000186184,POLR1D,chr13,28194879,+,128,1.855072464,0.027558651,38.53302585
ENSG00000139517,LNX2,chr13,28195244,-,128,1.855072464,0.027558651,40.8675481
ENSG00000169840,GSX1,chr13,28366779,+,572,17.33333333,0.140078431,81.63616977
ENSG00000139515,PDX1,chr13,28494167,+,1315,23.07017544,0.123851852,119.4259914
ENSG00000180389,ATP5EP2,chr13,28519342,+,0,NA,NA,0
ENSG00000165556,CDX2,chr13,28543505,-,1108,14.77333333,0.228661179,596.0436997
ENSG00000183463,URAD,chr13,28562774,-,32,6.4,0.062075472,11.63679175
ENSG00000122025,FLT3,chr13,28674729,-,1480,18.5,0.18613396,333.9860829
ENSG00000152520,PAN3,chr13,28712642,+,84,2,0.023355049,15.55822311
ENSG00000102755,FLT1,chr13,29069265,-,4587,43.27358491,0.395998177,1420.100649
ENSG00000132963,POMP,chr13,29233140,+,85,2.65625,0.028559464,17.7931957
ENSG00000139508,SLC46A3,chr13,29293150,-,298,16.55555556,0.179672131,111.2782859
ENSG00000132938,MTUS2,chr13,29598747,+,34,8.5,0.077532468,13.81187504
ENSG00000139514,SLC7A1,chr13,30169825,-,146,1.697674419,0.015955335,20.69362276
ENSG00000122042,UBL3,chr13,30424820,-,108,1.611940299,0.026088632,30.1237981
ENSG00000102781,KATNAL1,chr13,30881624,-,0,NA,NA,0
ENSG00000189403,HMGB1,chr13,31191510,-,33,1.833333333,0.020851064,3.20984392
ENSG00000132952,USPL1,chr13,31191829,+,33,1.833333333,0.020851064,3.011451875
ENSG00000132965,ALOX5AP,chr13,31287614,+,0,0,0,0
ENSG00000102802,MEDAG,chr13,31480311,+,1127,20.125,0.319117929,348.6665684
ENSG00000175664,TEX26,chr13,31506833,+,0,0,0,0
ENSG00000120694,HSPH1,chr13,31736502,-,70,1.09375,0.012629228,22.95312284
ENSG00000187676,B3GALTL,chr13,31774111,+,145,1.883116883,0.019447471,27.48405012
ENSG00000133105,RXFP2,chr13,32313678,+,0,NA,NA,0
ENSG00000073910,FRY,chr13,32605436,+,135,6.428571429,0.077307692,14.99194384
ENSG00000189167,ZAR1L,chr13,32886091,-,1369,65.19047619,0.766114519,413.9962923
ENSG00000139618,BRCA2,chr13,32889616,+,0,0,0,0
ENSG00000139597,N4BP2L1,chr13,33002315,-,8057,95.91666667,0.948872129,3048.933676
ENSG00000244754,N4BP2L2,chr13,33112936,-,23,1.916666667,0.015325,6.382336554
ENSG00000083642,PDS5B,chr13,33160563,+,116,1.333333333,0.011239407,11.94241581
ENSG00000133116,KL,chr13,33590570,+,1636,34.08333333,0.353402282,530.0405067
ENSG00000133121,STARD13,chr13,34250932,-,0,NA,NA,0
ENSG00000133119,RFC3,chr13,34392205,+,0,0,0,0
ENSG00000172915,NBEA,chr13,35516423,+,1710,24.7826087,0.341458658,494.9767213
ENSG00000133083,DCLK1,chr13,36705514,-,100,3.703703704,0.032580645,16.8487893
ENSG00000120669,SOHLH2,chr13,36871992,-,0,0,0,0
ENSG00000133104,SPG20,chr13,36944317,-,0,NA,NA,0
ENSG00000133101,CCNA1,chr13,37005656,+,1756,21.41463415,0.190010091,420.3012447
ENSG00000180440,SERTM1,chr13,37248048,+,356,25.42857143,0.08192623,21.63276298
ENSG00000133111,RFXAP,chr13,37393338,+,95,1.979166667,0.022880562,30.95348684
ENSG00000120693,SMAD9,chr13,37494409,-,298,7.45,0.029770115,28.76837741
ENSG00000120697,ALG5,chr13,37573504,-,12,2,0.0408,2.245548491
ENSG00000120699,EXOSC8,chr13,37574677,+,12,2,0.0408,2.839278038
ENSG00000102710,SUPT20H,chr13,37633850,-,37,1.608695652,0.018277858,12.8018078
ENSG00000180138,CSNK1A1L,chr13,37679801,-,40,8,0.07287037,16.81786477
ENSG00000133110,POSTN,chr13,38183563,-,0,NA,NA,0
ENSG00000120686,UFM1,chr13,38923941,+,0,NA,NA,0
ENSG00000150893,FREM2,chr13,39261172,+,607,8.926470588,0.071866372,143.3220335
ENSG00000133115,STOML3,chr13,39564996,-,0,NA,NA,0
ENSG00000120685,PROSER1,chr13,39612213,-,62,1.675675676,0.028879892,22.81264067
ENSG00000188811,NHLRC3,chr13,39612447,+,62,1.675675676,0.028879892,23.70460139
ENSG00000183722,LHFP,chr13,40177356,-,525,9.051724138,0.056743917,50.71253515
ENSG00000133103,COG6,chr13,40229763,+,33,1.941176471,0.020510204,6.492294036
ENSG00000150907,FOXO1,chr13,41240734,-,307,3.301075269,0.047984679,96.26092529
ENSG00000102738,MRPS31,chr13,41345347,-,0,0,0,0
ENSG00000102743,SLC25A15,chr13,41363546,+,71,1.731707317,0.019835488,17.28061167
ENSG00000120690,ELF1,chr13,41593508,-,0,NA,NA,0
ENSG00000120688,WBP4,chr13,41635696,+,263,4.241935484,0.018854167,19.20873214
ENSG00000165572,KBTBD6,chr13,41706936,-,9,1.8,0.018,2.842228966
ENSG00000120696,KBTBD7,chr13,41768702,-,21,2.333333333,0.022578616,7.227053604
ENSG00000120662,MTRF1,chr13,41837713,-,0,NA,NA,0
ENSG00000172766,NAA16,chr13,41885340,+,56,1.931034483,0.025280899,9.903449769
ENSG00000102760,RGCC,chr13,42031541,+,1042,20.43137255,0.218945233,109.8695337
ENSG00000102763,VWA8,chr13,42535221,-,61,2.103448276,0.024212121,16.6358069
ENSG00000102780,DGKH,chr13,42614171,+,341,3.017699115,0.024140327,79.52641995
ENSG00000023516,AKAP11,chr13,42846288,+,360,16.36363636,0.183505747,71.41179247
ENSG00000120659,TNFSF11,chr13,43136871,+,0,NA,NA,0
ENSG00000179813,FAM216B,chr13,43355685,+,0,NA,NA,0
ENSG00000120675,DNAJC15,chr13,43597361,+,200,66.66666667,0.666666667,2.051608375
ENSG00000120658,ENOX1,chr13,44361116,-,4546,67.85074627,0.777023988,1151.017666
ENSG00000179630,LACC1,chr13,44453419,+,1979,25.37179487,0.229271758,538.1379753
ENSG00000151773,CCDC122,chr13,44453826,-,1979,25.37179487,0.229271758,546.164651
ENSG00000151778,SERP2,chr13,44947977,+,3691,94.64102564,0.94767977,1005.002436
ENSG00000102804,TSC22D1,chr13,45150701,-,3507,22.77272727,0.342077728,1251.294641
ENSG00000083635,NUFIP1,chr13,45563613,-,8,1.142857143,0.0384,5.064299965
ENSG00000133114,GPALPP1,chr13,45563686,+,8,1.142857143,0.0384,5.138781134
ENSG00000188342,GTF2F2,chr13,45694630,+,29,1.380952381,0.015950096,8.459535904
ENSG00000133112,TPT1,chr13,45915297,-,220,3.01369863,0.02085283,30.15855233
ENSG00000174032,SLC25A30,chr13,45992516,-,258,10.32,0.046701571,18.91667793
ENSG00000136152,COG3,chr13,46039029,+,98,3.161290323,0.033820483,30.40520461
ENSG00000165837,FAM194B,chr13,46189874,-,0,NA,NA,0
ENSG00000174015,SPERT,chr13,46276445,+,0,NA,NA,0
ENSG00000215475,SIAH3,chr13,46425846,-,931,46.55,0.500776699,104.3275485
ENSG00000123200,ZC3H13,chr13,46626894,-,0,0,0,0
ENSG00000080618,CPB2,chr13,46679211,-,0,NA,NA,0
ENSG00000136167,LCP1,chr13,46756459,-,0,NA,NA,0
ENSG00000102445,KIAA0226L,chr13,46961635,-,990,33,0.366218638,446.7201204
ENSG00000136141,LRCH1,chr13,47127295,+,99,1.706896552,0.022024793,17.17317448
ENSG00000139684,ESD,chr13,47371367,-,23,1.769230769,0.024162679,5.10035304
ENSG00000102468,HTR2A,chr13,47471211,-,0,NA,NA,0
ENSG00000136159,NUDT15,chr13,48611702,+,0,NA,NA,0
ENSG00000136143,SUCLA2,chr13,48612125,-,0,NA,NA,0
ENSG00000136146,MED4,chr13,48669277,-,0,NA,NA,0
ENSG00000136156,ITM2B,chr13,48807273,+,30,1.153846154,0.014047619,3.225317139
ENSG00000139687,RB1,chr13,48877882,+,98,1.462686567,0.0238107,30.51825375
ENSG00000139679,LPAR6,chr13,49018840,-,0,NA,NA,0
ENSG00000136161,RCBTB2,chr13,49110118,-,0,NA,NA,0
ENSG00000152207,CYSLTR2,chr13,49280952,+,0,NA,NA,0
ENSG00000102531,FNDC3A,chr13,49550047,+,90,1.184210526,0.015185841,18.45163415
ENSG00000102539,MLNR,chr13,49794473,+,5657,80.81428571,0.801960265,1369.314415
ENSG00000102543,CDADC1,chr13,49822046,+,0,0,0,0
ENSG00000102547,CAB39L,chr13,50018221,-,46,3.538461538,0.040231214,7.193833093
ENSG00000136169,SETDB2,chr13,50018428,+,46,3.538461538,0.040231214,7.138430989
ENSG00000136147,PHF11,chr13,50069800,+,78,3.12,0.02034965,9.514039445
ENSG00000136144,RCBTB1,chr13,50159719,-,13,1.857142857,0.025365854,2.197604479
ENSG00000152213,ARL11,chr13,50202434,+,0,NA,NA,0
ENSG00000123179,EBPL,chr13,50265623,-,186,31,0.271413043,31.91329638
ENSG00000102753,KPNA3,chr13,50367057,-,127,2.116666667,0.027508532,28.67177314
ENSG00000123178,SPRYD7,chr13,50510625,-,77,1.604166667,0.020630408,17.95138246
ENSG00000204977,TRIM13,chr13,50571142,+,136,2.193548387,0.032212738,52.12842558
ENSG00000198553,KCNRG,chr13,50589389,+,0,NA,NA,0
ENSG00000176124,DLEU1,chr13,50656413,+,21,0.617647059,0.009667774,3.380389314
ENSG00000186047,DLEU7,chr13,51417885,-,921,61.4,0.699514563,151.0506864
ENSG00000136104,RNASEH2B,chr13,51483813,+,62,1.127272727,0.011004942,14.61676988
ENSG00000150510,FAM124A,chr13,51796469,+,945,17.18181818,0.2165311,290.7094241
ENSG00000253309,SERPINE3,chr13,51915167,+,0,NA,NA,0
ENSG00000102786,INTS6,chr13,52027275,-,147,1.4,0.018591785,24.99708642
ENSG00000139668,WDFY2,chr13,52158483,+,127,3.96875,0.036780822,16.89505314
ENSG00000102796,DHRS12,chr13,52378298,-,14,0.636363636,0.005632184,1.001398269
ENSG00000123171,CCDC70,chr13,52436116,+,0,NA,NA,0
ENSG00000123191,ATP7B,chr13,52585630,-,151,4.314285714,0.019209302,17.59129065
ENSG00000253797,UTP14C,chr13,52586522,+,151,4.314285714,0.019209302,18.73835139
ENSG00000197168,NEK5,chr13,52703214,-,300,25,0.25,4.51194275
ENSG00000136114,THSD1,chr13,52980629,-,1153,64.05555556,0.664779736,311.7357444
ENSG00000136100,VPS36,chr13,53024763,-,26,0.962962963,0.012315202,9.180532782
ENSG00000136108,CKAP2,chr13,53029494,+,0,NA,NA,0
ENSG00000273784,HNRNPA1L2,chr13,53191604,+,0,NA,NA,0
ENSG00000136110,LECT1,chr13,53313947,-,911,43.38095238,0.566429752,386.440237
ENSG00000136099,PCDH8,chr13,53422775,-,5657,75.42666667,0.751501954,1679.747761
ENSG00000102837,OLFM4,chr13,53602875,+,5,5,0.05,0.987189468
ENSG00000204919,PRR20A,chr13,57715051,+,0,NA,NA,0
ENSG00000204918,PRR20B,chr13,57721621,+,0,NA,NA,0
ENSG00000229665,PRR20C,chr13,57728194,+,0,NA,NA,0
ENSG00000227151,PRR20D,chr13,57734765,+,0,NA,NA,0
ENSG00000234278,PRR20E,chr13,57741330,+,0,NA,NA,0
ENSG00000118946,PCDH17,chr13,58205788,+,1227,51.125,0.532367223,485.5295931
ENSG00000139734,DIAPH3,chr13,60738119,-,84,2.333333333,0.02560529,25.92708775
ENSG00000083544,TDRD3,chr13,60970590,+,116,1.705882353,0.014840226,19.6793102
ENSG00000197991,PCDH20,chr13,62002079,-,0,NA,NA,0
ENSG00000184226,PCDH9,chr13,67804468,-,280,4.057971014,0.030063012,52.02598174
ENSG00000150361,KLHL1,chr13,70682625,-,0,NA,NA,0
ENSG00000204899,MZT1,chr13,73301938,-,36,1.714285714,0.022647887,8.242965536
ENSG00000136122,BORA,chr13,73302041,+,36,1.714285714,0.022647887,8.41453169
ENSG00000083535,PIBF1,chr13,73356229,+,20,1.538461538,0.015384615,6.162854711
ENSG00000083520,DIS3,chr13,73356344,-,20,1.538461538,0.015384615,6.306243013
ENSG00000102554,KLF5,chr13,73629113,+,0,NA,NA,0
ENSG00000118922,KLF12,chr13,74708394,-,649,4.954198473,0.037884961,78.54751431
ENSG00000136111,TBC1D4,chr13,76056250,-,1026,13.32467532,0.170821182,273.4336654
ENSG00000188243,COMMD6,chr13,76111991,-,200,66.66666667,0.666666667,4.870490283
ENSG00000118939,UCHL3,chr13,76123615,+,32,2.666666667,0.024444444,2.095370027
ENSG00000136153,LMO7,chr13,76194569,+,0,NA,NA,0
ENSG00000178734,C13orf45,chr13,76445173,+,0,NA,NA,0
ENSG00000178695,KCTD12,chr13,77460540,-,3694,35.86407767,0.625785617,2745.055637
ENSG00000102794,IRG1,chr13,77522693,+,0,0,0,0
ENSG00000102805,CLN5,chr13,77566058,+,333,18.5,0.082911392,59.86888659
ENSG00000005812,FBXL3,chr13,77601331,-,53,1.892857143,0.020807453,14.40522689
ENSG00000136155,SCEL,chr13,78109808,+,0,NA,NA,0
ENSG00000139737,SLAIN1,chr13,78271988,+,229,3.417910448,0.03183882,30.26425445
ENSG00000136160,EDNRB,chr13,78549664,-,18,6,0.06,3.965547883
ENSG00000152192,POU4F1,chr13,79177695,-,1213,29.58536585,0.363511628,393.5655638
ENSG00000152193,RNF219,chr13,79233314,-,26,2.363636364,0.020977778,10.21986878
ENSG00000139746,RBM26,chr13,79979923,-,21,1.235294118,0.015561358,6.315591114
ENSG00000102471,NDFIP2,chr13,80055258,+,107,2.743589744,0.022593601,34.85531116
ENSG00000136158,SPRY2,chr13,80915086,-,154,1.925,0.020422297,30.00315895
ENSG00000178235,SLITRK1,chr13,84456528,-,0,NA,NA,0
ENSG00000184564,SLITRK6,chr13,86373483,-,0,NA,NA,0
ENSG00000165300,SLITRK5,chr13,88324869,+,1956,43.46666667,0.673427173,559.9239126
ENSG00000179399,GPC5,chr13,92050934,+,1078,37.17241379,0.704535069,2970.618093
ENSG00000183098,GPC6,chr13,93879077,+,819,17.0625,0.095162272,247.8793906
ENSG00000080166,DCT,chr13,95131936,-,0,NA,NA,0
ENSG00000088451,TGDS,chr13,95248511,-,0,NA,NA,0
ENSG00000152749,GPR180,chr13,95254103,+,19,1.9,0.0172,3.022786641
ENSG00000125285,SOX21,chr13,95364389,-,4311,40.28971963,0.428309389,1524.736811
ENSG00000125257,ABCC4,chr13,95953687,-,79,1.490566038,0.01473613,11.2732083
ENSG00000134873,CLDN10,chr13,96085852,+,0,NA,NA,0
ENSG00000134874,DZIP1,chr13,96296960,-,3169,47.29850746,0.470931217,936.3367164
ENSG00000102580,DNAJC3,chr13,96329392,+,123,1.430232558,0.02004896,34.68253003
ENSG00000102595,UGGT2,chr13,96705736,-,65,2.096774194,0.023128964,11.59635473
ENSG00000185352,HS6ST3,chr13,96743092,+,1666,13.328,0.132718872,285.6946486
ENSG00000165621,OXGR1,chr13,97646604,-,64,2.909090909,0.038978389,19.96044017
ENSG00000139793,MBNL2,chr13,97794089,+,0,NA,NA,0
ENSG00000125249,RAP2A,chr13,98086474,+,42,2.1,0.031315789,6.120551464
ENSG00000065150,IPO5,chr13,98605928,+,0,NA,NA,0
ENSG00000152767,FARP1,chr13,98794815,+,3246,23.69343066,0.342160431,1284.223256
ENSG00000139797,RNF113B,chr13,98829521,-,205,18.63636364,0.169491525,10.48798292
ENSG00000102572,STK24,chr13,99229396,-,214,1.363057325,0.017199177,55.57880822
ENSG00000088386,SLC15A1,chr13,99404929,-,1865,24.53947368,0.2,262.0302539
ENSG00000088387,DOCK9,chr13,99738660,-,346,2.41958042,0.024679186,52.07635045
ENSG00000134882,UBAC2,chr13,99852678,+,194,2.086021505,0.019803808,37.15338017
ENSG00000125245,GPR18,chr13,99910840,-,0,NA,NA,0
ENSG00000169508,GPR183,chr13,99959749,-,0,NA,NA,0
ENSG00000125304,TM9SF2,chr13,100153627,+,37,1.761904762,0.037171216,15.38568322
ENSG00000125246,CLYBL,chr13,100258918,+,15,0.6,0.011341108,4.006834861
ENSG00000139800,ZIC5,chr13,100624178,-,943,13.47142857,0.039622253,61.7020949
ENSG00000043355,ZIC2,chr13,100634025,+,461,3.316546763,0.045986784,143.9592063
ENSG00000175198,PCCA,chr13,100741268,+,99,1.833333333,0.019290323,18.68262273
ENSG00000134864,GGACT,chr13,101241046,-,20,0.666666667,0.025862069,6.049402273
ENSG00000125247,TMTC4,chr13,101327103,-,141,2.711538462,0.019702893,26.89501803
ENSG00000102452,NALCN,chr13,102068813,-,742,11.96774194,0.134080997,43.84245278
ENSG00000198542,ITGBL1,chr13,102104943,+,231,10.5,0.103314607,121.1042378
ENSG00000102466,FGF14,chr13,103054124,-,34,2.125,0.042321429,9.624307606
ENSG00000134900,TPP2,chr13,103249285,+,133,2.333333333,0.025962919,46.72875669
ENSG00000139780,METTL21C,chr13,103346871,-,15,1.666666667,0.016666667,3.020496729
ENSG00000151287,TEX30,chr13,103426149,-,465,11.07142857,0.172834758,157.6965867
ENSG00000134897,BIVM,chr13,103451398,+,349,2.423611111,0.028667223,125.685985
ENSG00000134901,KDELC1,chr13,103451404,-,349,2.423611111,0.028667223,125.5653715
ENSG00000270181,BIVM-ERCC5,chr13,103459495,+,0,NA,NA,0
ENSG00000134899,ERCC5,chr13,103498190,+,0,0,0,0
ENSG00000125255,SLC10A2,chr13,103719196,-,0,NA,NA,0
ENSG00000125266,EFNB2,chr13,107187388,-,4976,26.32804233,0.346039571,1184.370112
ENSG00000134884,ARGLU1,chr13,107220514,-,132,2.0625,0.025171696,27.01138555
ENSG00000204442,FAM155A,chr13,108519460,-,947,11.14117647,0.155361529,2303.385184
ENSG00000174405,LIG4,chr13,108870716,-,69,1.408163265,0.018103187,12.56080266
ENSG00000139826,ABHD13,chr13,108870762,+,69,1.408163265,0.018103187,12.47474032
ENSG00000102524,TNFSF13B,chr13,108921976,+,9,2.25,0.026170213,4.085890641
ENSG00000041515,MYO16,chr13,109248499,+,0,NA,NA,0
ENSG00000185950,IRS2,chr13,110438914,-,11575,55.11904762,0.575213897,3318.205879
ENSG00000187498,COL4A1,chr13,110959496,-,2090,16.99186992,0.167496234,609.4708612
ENSG00000134871,COL4A2,chr13,110959630,+,2090,17.13114754,0.167546715,602.7353941
ENSG00000139832,RAB20,chr13,111214071,-,82,1.154929577,0.023442623,27.94536301
ENSG00000213995,CARKD,chr13,111267806,+,106,2.717948718,0.024808081,12.64720586
ENSG00000134905,CARS2,chr13,111358480,-,104,4,0.031916667,15.69335248
ENSG00000153487,ING1,chr13,111364969,+,273,3.211764706,0.027842348,53.21334061
ENSG00000255874,LINC00346,chr13,111522655,-,133,26.6,0.180909091,2.559049786
ENSG00000088448,ANKRD10,chr13,111567416,-,265,1.743421053,0.018909953,69.90316867
ENSG00000102606,ARHGEF7,chr13,111767623,+,1650,11.45833333,0.101796117,230.6814862
ENSG00000153495,TEX29,chr13,111973014,+,0,0,0,0
ENSG00000182968,SOX1,chr13,112721912,+,7802,66.11864407,0.712754451,2476.983233
ENSG00000153498,SPACA7,chr13,113030650,+,0,NA,NA,0
ENSG00000126216,TUBGCP3,chr13,113242481,-,127,2.760869565,0.032943882,37.55479672
ENSG00000197595,C13orf35,chr13,113301357,+,0,NA,NA,0
ENSG00000068650,ATP11A,chr13,113344642,+,330,2.727272727,0.023951156,59.61242726
ENSG00000126217,MCF2L,chr13,113622813,+,1122,24.39130435,0.276127907,266.2942139
ENSG00000057593,F7,chr13,113760101,+,134,12.18181818,0.17696,25.86350103
ENSG00000126218,F10,chr13,113777112,+,92,18.4,0.149468085,16.62191286
ENSG00000126231,PROZ,chr13,113812967,+,569,71.125,0.573416856,276.9081272
ENSG00000126226,PCID2,chr13,113863029,-,146,1.39047619,0.015947537,35.29805332
ENSG00000139842,CUL4A,chr13,113863085,+,146,1.39047619,0.015947537,34.92860672
ENSG00000185896,LAMP1,chr13,113951468,+,191,2.513157895,0.015571121,30.09453362
ENSG00000139835,GRTP1,chr13,114018463,-,2278,27.11904762,0.470660007,1619.196137
ENSG00000153531,ADPRHL1,chr13,114107839,-,0,NA,NA,0
ENSG00000150401,DCUN1D2,chr13,114145023,-,518,6.475,0.027333867,38.31544917
ENSG00000150403,TMCO3,chr13,114145307,+,518,6.475,0.027333867,38.00675019
ENSG00000198176,TFDP1,chr13,114239002,+,1546,17.37078652,0.290237781,875.9401702
ENSG00000186009,ATP4B,chr13,114312513,-,530,26.5,0.206293103,28.02659105
