ensemblID,OGS,chromosome,TSSLocation,strand,sumMethylationFractionBySite,meanMethylationFractionBySite,meanMethylationFractionByRegion,sumOfScaledMethylatedReadsByRegion
ENSG00000142892,PIGK,chr1,77685132,-,225,14.0625,0.088235294,3.213770492
ENSG00000154027,AK5,chr1,77747661,+,4606,50.06521739,0.395408926,1705.507006
ENSG00000036549,ZZZ3,chr1,78149104,-,312,28.36363636,0.063797468,6.733651987
ENSG00000077254,USP33,chr1,78225564,-,227,10.31818182,0.020706714,6.154217598
ENSG00000180488,FAM73A,chr1,78245308,+,0,NA,NA,0
ENSG00000162614,NEXN,chr1,78354199,+,505,33.66666667,0.480903955,289.8844342
ENSG00000162613,FUBP1,chr1,78444777,-,115,8.214285714,0.013643123,16.4265965
ENSG00000162616,DNAJB4,chr1,78444933,+,15,1.25,0.01273743,14.51480203
ENSG00000137960,GIPC2,chr1,78511588,+,2533,90.46428571,0.929450927,1425.257209
ENSG00000122420,PTGFR,chr1,78956727,+,150,25,0.25,3.038850057
ENSG00000137959,IFI44L,chr1,79086087,+,0,NA,NA,0
ENSG00000137965,IFI44,chr1,79115476,+,0,NA,NA,0
ENSG00000162618,ELTD1,chr1,79472495,-,0,0,0,0
ENSG00000117114,LPHN2,chr1,82165454,+,0,NA,NA,0
ENSG00000137941,TTLL7,chr1,84464833,-,17,0.566666667,0.011521084,7.906687702
ENSG00000142875,PRKACB,chr1,84543744,+,47,0.921568627,0.012708209,22.45729066
ENSG00000203943,SAMD13,chr1,84764048,+,147,3.675,0.013626992,32.03474228
ENSG00000137976,DNASE2B,chr1,84864214,+,0,NA,NA,0
ENSG00000117133,RPF1,chr1,84944919,+,38,9.5,0.09049505,9.231819221
ENSG00000174021,GNG5,chr1,84972262,-,123,2.46,0.017876241,26.46590022
ENSG00000117151,CTBS,chr1,85040163,-,43,1.194444444,0.011035714,12.66018141
ENSG00000180869,C1orf180,chr1,85100703,-,0,NA,NA,0
ENSG00000117155,SSX2IP,chr1,85156240,-,116,1.506493506,0.017175,43.64318273
ENSG00000171517,LPAR3,chr1,85358896,-,1283,32.075,0.308559097,487.3490164
ENSG00000153898,MCOLN2,chr1,85462796,-,1827,53.73529412,0.755088174,1667.682993
ENSG00000055732,MCOLN3,chr1,85514223,-,1514,17.20454545,0.087704017,238.0967341
ENSG00000162643,WDR63,chr1,85527992,+,0,0,0,0
ENSG00000097096,SYDE2,chr1,85666728,-,167,1.605769231,0.016642892,73.41716774
ENSG00000142867,BCL10,chr1,85742587,-,154,3.948717949,0.018035191,25.81421989
ENSG00000153904,DDAH1,chr1,85930889,-,4272,51.46987952,0.426721893,1113.074351
ENSG00000142871,CYR61,chr1,86046443,+,50,1.25,0.0162466,18.19191893
ENSG00000117174,ZNHIT6,chr1,86174116,-,17,1.0625,0.016363636,3.079765012
ENSG00000171502,COL24A1,chr1,86622154,-,155,6.458333333,0.036165138,21.08747985
ENSG00000122417,ODF2L,chr1,86862025,-,220,18.33333333,0.058262108,21.70490322
ENSG00000137975,CLCA2,chr1,86889768,+,0,NA,NA,0
ENSG00000016490,CLCA1,chr1,86934394,+,0,NA,NA,0
ENSG00000016602,CLCA4,chr1,87012758,+,0,NA,NA,0
ENSG00000097033,SH3GLB1,chr1,87170252,+,224,3.343283582,0.023242321,37.44259003
ENSG00000183291,Sep-15,chr1,87380107,-,232,7.733333333,0.075447898,45.78004698
ENSG00000153936,HS2ST1,chr1,87380334,+,232,7.733333333,0.075447898,43.74810689
ENSG00000267561,RP5-1052I5.2,chr1,87458689,+,0,NA,NA,0
ENSG00000143013,LMO4,chr1,87794150,+,414,5.914285714,0.024820684,30.97364298
ENSG00000065243,PKN2,chr1,89149921,+,135,4.821428571,0.01318649,10.03505637
ENSG00000137947,GTF2B,chr1,89357301,-,19,2.375,0.026422535,9.818675549
ENSG00000137944,CCBL2,chr1,89458643,-,291,5.596153846,0.022527027,35.41203323
ENSG00000117226,GBP3,chr1,89488549,-,0,NA,NA,0
ENSG00000117228,GBP1,chr1,89531043,-,0,NA,NA,0
ENSG00000162645,GBP2,chr1,89591799,-,0,NA,NA,0
ENSG00000213512,GBP7,chr1,89641723,-,0,NA,NA,0
ENSG00000162654,GBP4,chr1,89664633,-,0,NA,NA,0
ENSG00000154451,GBP5,chr1,89738487,-,0,NA,NA,0
ENSG00000183347,GBP6,chr1,89829435,+,0,NA,NA,0
ENSG00000197147,LRRC8B,chr1,89990396,+,97,1.763636364,0.017387938,44.03802118
ENSG00000171488,LRRC8C,chr1,90098643,+,75,1.41509434,0.021830137,40.20027977
ENSG00000171492,LRRC8D,chr1,90286572,+,252,2.896551724,0.02145073,74.69741358
ENSG00000162664,ZNF326,chr1,90460677,+,66,1.2,0.017582822,29.90467414
ENSG00000143032,BARHL2,chr1,91182794,-,3065,47.890625,0.654438846,1781.125111
ENSG00000122482,ZNF644,chr1,91487812,-,30,0.789473684,0.014384858,13.93318701
ENSG00000162669,HFM1,chr1,91870426,-,29,0.828571429,0.015645617,17.13319726
ENSG00000097046,CDC7,chr1,91966403,+,51,2.428571429,0.025536105,25.9640468
ENSG00000069702,TGFBR3,chr1,92371559,-,924,92.4,0.922571429,272.550383
ENSG00000137948,BRDT,chr1,92414927,+,506,42.16666667,0.597447552,351.9288358
ENSG00000172031,EPHX4,chr1,92495532,+,1186,59.3,0.581831442,362.4783581
ENSG00000189195,BTBD8,chr1,92545861,+,347,19.27777778,0.049607843,10.62328846
ENSG00000069712,KIAA1107,chr1,92632608,+,0,NA,NA,0
ENSG00000203910,C1orf146,chr1,92683572,+,100,100,1,1.148205168
ENSG00000122484,RPAP2,chr1,92764521,+,183,4.575,0.025595588,36.4813599
ENSG00000174842,GLMN,chr1,92764566,-,183,4.575,0.025595588,36.27761938
ENSG00000162676,GFI1,chr1,92952433,-,2319,42.94444444,0.609453488,1073.181347
ENSG00000067208,EVI5,chr1,93257961,-,100,100,1,2.802038479
ENSG00000122406,RPL5,chr1,93297593,+,9,1.125,0.014039409,5.967589312
ENSG00000154511,FAM69A,chr1,93427079,-,197,2.345238095,0.027796397,69.19897135
ENSG00000143033,MTF2,chr1,93544791,+,22,2.2,0.021455224,11.69852776
ENSG00000117500,TMED5,chr1,93646246,-,218,2.534883721,0.018804119,83.6597821
ENSG00000122483,CCDC18,chr1,93646280,+,218,2.534883721,0.018804119,83.59927232
ENSG00000117505,DR1,chr1,93811477,+,12,0.666666667,0.025555556,7.849644561
ENSG00000137942,FNBP1L,chr1,93913687,+,171,1.526785714,0.020300518,42.55776421
ENSG00000137936,BCAR3,chr1,94312706,-,229,7.15625,0.043940887,9.299059438
ENSG00000067334,DNTTIP2,chr1,94344762,-,67,3.19047619,0.023082873,21.23896028
ENSG00000023909,GCLM,chr1,94375012,-,230,3.650793651,0.020984456,20.76890136
ENSG00000198691,ABCA4,chr1,94586705,-,0,NA,NA,0
ENSG00000137962,ARHGAP29,chr1,94703307,-,2839,53.56603774,0.630512175,1639.898389
ENSG00000117528,ABCD3,chr1,94883932,+,111,1.5,0.018163265,28.58613521
ENSG00000117525,F3,chr1,95007413,-,1338,20.27272727,0.313867426,837.3018308
ENSG00000143036,SLC44A3,chr1,95285897,+,1486,31.61702128,0.388233098,952.2514495
ENSG00000117519,CNN3,chr1,95392735,-,2995,37.91139241,0.4383103,1843.575316
ENSG00000172339,ALG14,chr1,95538507,-,0,0,0,0
ENSG00000152078,TMEM56,chr1,95558072,+,267,89,0.89,9.483439681
ENSG00000271092,RP11-57H12.6,chr1,95583478,+,134,1.74025974,0.017612472,42.91276601
ENSG00000122481,RWDD3,chr1,95699710,+,58,2.52173913,0.027786561,7.186911461
ENSG00000117569,PTBP2,chr1,97187174,+,33,2.357142857,0.019126214,4.30119663
ENSG00000188641,DPYD,chr1,98386615,-,151,3.775,0.019237288,13.94380142
ENSG00000162627,SNX7,chr1,99127235,+,513,8.015625,0.049043849,83.38103892
ENSG00000117598,LPPR5,chr1,99470449,-,2015,27.60273973,0.288204082,507.5926677
ENSG00000117600,LPPR4,chr1,99729847,+,31,1.823529412,0.025027933,9.469473591
ENSG00000099260,PALMD,chr1,100111430,+,0,0,0,0
ENSG00000156869,FRRS1,chr1,100231349,-,0,NA,NA,0
ENSG00000162688,AGL,chr1,100315639,+,142,2.730769231,0.012832981,18.51735412
ENSG00000117620,SLC35A3,chr1,100435344,+,283,8.085714286,0.020828856,29.02292072
ENSG00000156875,HIAT1,chr1,100503788,+,414,7.961538462,0.025555556,49.37969508
ENSG00000156876,SASS6,chr1,100598511,-,8,0.571428571,0.017740586,4.549254026
ENSG00000122435,TRMT13,chr1,100598705,+,8,0.571428571,0.017740586,4.729234118
ENSG00000122477,LRRC39,chr1,100643829,-,0,NA,NA,0
ENSG00000137992,DBT,chr1,100715409,-,7,1.4,0.02539823,2.884385935
ENSG00000137996,RTCA,chr1,100731713,+,121,7.117647059,0.017606838,4.389183748
ENSG00000079335,CDC14A,chr1,100818022,+,34,1.888888889,0.018708134,16.69768669
ENSG00000181656,GPR88,chr1,101003727,+,41,2.05,0.061437908,22.27982038
ENSG00000162692,VCAM1,chr1,101185195,+,4,4,0.04,1.663840834
ENSG00000162694,EXTL2,chr1,101360735,-,27,0.794117647,0.019880478,18.17022339
ENSG00000162695,SLC30A7,chr1,101361631,+,27,0.794117647,0.019880478,15.18919283
ENSG00000170989,S1PR1,chr1,101702304,+,262,9.034482759,0.060150044,73.55799638
ENSG00000118733,OLFM3,chr1,102462790,-,23,4.6,0.032613636,3.312257839
ENSG00000060718,COL11A1,chr1,103574052,-,22,7.333333333,0.104210526,1.997500891
ENSG00000185946,RNPC3,chr1,104068577,+,0,0,0,0
ENSG00000240038,AMY2B,chr1,104078747,+,0,NA,NA,0
ENSG00000243480,AMY2A,chr1,104159998,+,0,NA,NA,0
ENSG00000237763,AMY1A,chr1,104198140,+,0,NA,NA,0
ENSG00000174876,AMY1B,chr1,104239073,-,0,NA,NA,0
ENSG00000187733,AMY1C,chr1,104292278,+,0,NA,NA,0
ENSG00000162631,NTNG1,chr1,107682628,+,1934,29.3030303,0.283083736,429.6732683
ENSG00000134215,VAV3,chr1,108507545,-,3982,34.92982456,0.441774402,1420.81815
ENSG00000085491,SLC25A24,chr1,108742980,-,4,0.363636364,0.007698745,1.862585491
ENSG00000196427,NBPF4,chr1,108786703,-,0,NA,NA,0
ENSG00000186086,NBPF6,chr1,108992903,+,0,NA,NA,0
ENSG00000162636,FAM102B,chr1,109102970,+,46,1.703703704,0.011557581,14.2956221
ENSG00000162639,HENMT1,chr1,109204148,-,1600,80,0.84908778,1069.208451
ENSG00000134186,PRPF38B,chr1,109234931,+,28,1.473684211,0.019112426,22.95168199
ENSG00000143107,FNDC7,chr1,109255555,+,0,NA,NA,0
ENSG00000116266,STXBP3,chr1,109289284,+,38,2.533333333,0.014272446,4.840664574
ENSG00000121957,GPSM2,chr1,109419602,+,95,2.317073171,0.022548618,44.66919806
ENSG00000121940,CLCC1,chr1,109493070,-,0,NA,NA,0
ENSG00000274068,AKNAD1,chr1,109506121,-,35,1.206896552,0.01452087,26.28464724
ENSG00000085433,WDR47,chr1,109584850,-,417,8.34,0.031248266,48.24966031
ENSG00000197780,TAF13,chr1,109618624,-,120,6.666666667,0.022288136,16.1014555
ENSG00000215717,TMEM167B,chr1,109633402,+,114,6.333333333,0.025839844,13.43670625
ENSG00000179902,C1orf194,chr1,109656479,-,730,42.94117647,0.555015015,203.0138776
ENSG00000031698,SARS,chr1,109756514,+,177,4.916666667,0.019734767,28.24565245
ENSG00000143126,CELSR2,chr1,109792640,+,536,6.617283951,0.318272645,1592.986668
ENSG00000134222,PSRC1,chr1,109825808,-,837,69.75,0.727818182,54.18285959
ENSG00000221986,MYBPHL,chr1,109849663,-,0,0,0,0
ENSG00000134243,SORT1,chr1,109940563,-,243,2.169642857,0.018960419,89.00436415
ENSG00000143106,PSMA5,chr1,109969108,-,58,1.611111111,0.019978587,39.61975634
ENSG00000143028,SYPL2,chr1,110009099,+,1080,13.67088608,0.063950578,224.1167353
ENSG00000162650,ATXN7L2,chr1,110026560,+,32,1.523809524,0.016198003,20.55230423
ENSG00000174151,CYB561D1,chr1,110036657,+,30,2,0.020791269,15.477028
ENSG00000181754,AMIGO1,chr1,110052336,-,625,7.183908046,0.018072331,54.1677747
ENSG00000065135,GNAI3,chr1,110091185,+,149,6.772727273,0.064032258,4.239015359
ENSG00000134183,GNAT2,chr1,110155705,-,0,NA,NA,0
ENSG00000116337,AMPD2,chr1,110162434,+,176,19.55555556,0.063429487,23.64425419
ENSG00000213366,GSTM2,chr1,110198697,+,150,6.25,0.028248082,23.90037983
ENSG00000134184,GSTM1,chr1,110230417,+,0,NA,NA,0
ENSG00000134201,GSTM5,chr1,110254863,+,277,69.25,0.712631579,27.74217462
ENSG00000134202,GSTM3,chr1,110283660,-,548,39.14285714,0.546398551,843.1280954
ENSG00000198758,EPS8L3,chr1,110306644,-,178,89,0.889357798,100.0612937
ENSG00000184371,CSF1,chr1,110453232,+,2886,37,0.345409722,1652.8871
ENSG00000168710,AHCYL1,chr1,110527386,+,31,0.794871795,0.016699463,20.58027265
ENSG00000143093,STRIP1,chr1,110574198,+,0,NA,NA,0
ENSG00000156150,ALX3,chr1,110613322,-,7625,79.42708333,0.861649337,5734.56256
ENSG00000186150,UBL4B,chr1,110655061,+,120,60,0.6,7.618856151
ENSG00000197106,SLC6A17,chr1,110693131,+,1396,23.26666667,0.250179459,1290.706572
ENSG00000116396,KCNC4,chr1,110753335,+,5580,26.82692308,0.285640804,3386.474819
ENSG00000162775,RBM15,chr1,110881944,+,76,1.310344828,0.013953197,40.54539357
ENSG00000168679,SLC16A4,chr1,110933704,-,0,NA,NA,0
ENSG00000134248,LAMTOR5,chr1,110950546,-,118,9.076923077,0.036230216,27.57856037
ENSG00000143125,PROK1,chr1,110993787,+,0,NA,NA,0
ENSG00000143105,KCNA10,chr1,111061797,-,15,2.5,0.047596154,5.568844471
ENSG00000177301,KCNA2,chr1,111174096,-,0,0,0,0
ENSG00000177272,KCNA3,chr1,111217655,-,3588,46,0.520610169,2906.859625
ENSG00000143119,CD53,chr1,111413820,+,0,NA,NA,0
ENSG00000121931,LRIF1,chr1,111506566,-,15,0.6,0.013357664,7.843272347
ENSG00000134255,CEPT1,chr1,111682248,+,21,1.3125,0.045653409,16.83090373
ENSG00000156171,DRAM2,chr1,111682838,-,21,1.3125,0.045653409,17.26560221
ENSG00000162777,DENND2D,chr1,111747160,-,3460,73.61702128,0.761806153,2399.49615
ENSG00000064886,CHI3L2,chr1,111770280,+,0,NA,NA,0
ENSG00000134216,CHIA,chr1,111833473,+,0,NA,NA,0
ENSG00000173947,PIFO,chr1,111889194,+,23,3.833333333,0.036538462,14.60965637
ENSG00000085465,OVGP1,chr1,111970399,-,0,NA,NA,0
ENSG00000116459,ATP5F1,chr1,111991461,+,37,1.48,0.022183486,12.54881302
ENSG00000116455,WDR77,chr1,111991830,-,37,1.48,0.022183486,12.85096138
ENSG00000143110,C1orf162,chr1,112016603,+,0,NA,NA,0
ENSG00000121933,ADORA3,chr1,112106597,-,0,NA,NA,0
ENSG00000116473,RAP1A,chr1,112162404,+,214,3.754385965,0.026111646,57.18339573
ENSG00000064703,DDX20,chr1,112298189,+,42,1.75,0.020152284,22.35975369
ENSG00000197852,FAM212B,chr1,112298419,-,42,1.75,0.020152284,21.35450303
ENSG00000171385,KCND3,chr1,112531777,-,4511,39.57017544,0.530778965,2115.105005
ENSG00000143079,CTTNBP2NL,chr1,112938799,+,157,5.064516129,0.064190178,126.8933541
ENSG00000134245,WNT2B,chr1,113010039,+,0,NA,NA,0
ENSG00000007341,ST7L,chr1,113162040,-,195,7.8,0.026500347,40.51145283
ENSG00000116489,CAPZA1,chr1,113162074,+,195,7.8,0.026500347,40.57914875
ENSG00000155363,MOV10,chr1,113217047,+,75,1.785714286,0.017204348,46.02224201
ENSG00000155366,RHOC,chr1,113250025,-,142,2.366666667,0.024361428,71.28091808
ENSG00000155367,PPM1J,chr1,113257950,-,298,5.137931034,0.05268797,32.66265676
ENSG00000184599,FAM19A3,chr1,113263188,+,227,6.135135135,0.046626826,95.59805196
ENSG00000155380,SLC16A1,chr1,113498975,-,109,1.786885246,0.015761857,16.80236349
ENSG00000198799,LRIG2,chr1,113615830,+,14,2.333333333,0.025666667,3.22047736
ENSG00000081026,MAGI3,chr1,113933474,+,467,3.796747967,0.028518928,143.0374434
ENSG00000116793,PHTF1,chr1,114302098,-,84,1.3125,0.023131739,51.38725768
ENSG00000081019,RSBN1,chr1,114355070,-,520,24.76190476,0.042061856,9.462290744
ENSG00000134242,PTPN22,chr1,114414375,-,0,NA,NA,0
ENSG00000134262,AP4B1,chr1,114447741,-,378,13.5,0.030884413,44.51236527
ENSG00000118655,DCLRE1B,chr1,114447914,+,378,13.5,0.030884413,43.94070404
ENSG00000163349,HIPK1,chr1,114472438,+,62,1.631578947,0.019992669,28.33094414
ENSG00000116774,OLFML3,chr1,114522029,+,0,NA,NA,0
ENSG00000134207,SYT6,chr1,114696472,-,3080,36.23529412,0.475513355,2269.980248
ENSG00000197323,TRIM33,chr1,115053781,-,172,2.388888889,0.022282528,64.3903086
ENSG00000116752,BCAS2,chr1,115124265,-,66,7.333333333,0.025965665,6.277462668
ENSG00000175984,DENND2C,chr1,115213044,-,117,6.5,0.019186047,19.48697916
ENSG00000116748,AMPD1,chr1,115238239,-,0,NA,NA,0
ENSG00000213281,NRAS,chr1,115259515,-,20,1.428571429,0.031111111,12.81145162
ENSG00000009307,CSDE1,chr1,115300671,-,0,0,0,0
ENSG00000052723,SIKE1,chr1,115323308,-,4,0.210526316,0.006683938,2.591899254
ENSG00000198765,SYCP1,chr1,115397454,+,500,71.42857143,0.714285714,5.014231955
ENSG00000134200,TSHB,chr1,115572444,+,0,NA,NA,0
ENSG00000134198,TSPAN2,chr1,115632121,-,1631,39.7804878,0.467676647,396.4137338
ENSG00000134259,NGF,chr1,115880857,-,30,5,0.104042553,11.0836604
ENSG00000173218,VANGL1,chr1,116184573,+,153,1.577319588,0.016763121,61.4053603
ENSG00000118729,CASQ2,chr1,116311426,-,0,NA,NA,0
ENSG00000177551,NHLH2,chr1,116383747,-,597,18.09090909,0.216807426,849.097372
ENSG00000163393,SLC22A15,chr1,116519118,+,146,3.945945946,0.018330134,19.67916724
ENSG00000173212,MAB21L3,chr1,116654375,+,0,NA,NA,0
ENSG00000163399,ATP1A1,chr1,116915003,+,182,2.71641791,0.028551873,46.66969328
ENSG00000116815,CD58,chr1,117113715,-,320,5.161290323,0.021493711,70.37484554
ENSG00000143061,IGSF3,chr1,117210377,-,196,3.563636364,0.040820412,151.7388313
ENSG00000116824,CD2,chr1,117297085,+,0,NA,NA,0
ENSG00000134247,PTGFRN,chr1,117452688,+,519,7.863636364,0.031330855,44.21018607
ENSG00000134256,CD101,chr1,117544371,+,0,NA,NA,0
ENSG00000116830,TTF2,chr1,117602948,+,9,0.6,0.014615385,5.378680436
ENSG00000134253,TRIM45,chr1,117664411,-,1714,32.96153846,0.234281737,953.7748935
ENSG00000134258,VTCN1,chr1,117753582,-,15,3.75,0.032727273,4.019693745
ENSG00000198162,MAN1A2,chr1,117910084,+,142,1.494736842,0.020297369,57.06941823
ENSG00000183508,FAM46C,chr1,118148603,+,231,8.555555556,0.01926097,27.91677067
ENSG00000196505,GDAP2,chr1,118472302,-,29,1.208333333,0.015093725,19.19343675
ENSG00000065183,WDR3,chr1,118472371,+,29,1.208333333,0.015093725,19.46014221
ENSG00000155761,SPAG17,chr1,118727848,-,0,NA,NA,0
ENSG00000092607,TBX15,chr1,119532179,-,1002,19.64705882,0.144935499,359.2447425
ENSG00000116874,WARS2,chr1,119683295,-,0,NA,NA,0
ENSG00000116882,HAO2,chr1,119911401,+,0,NA,NA,0
ENSG00000203859,HSD3B2,chr1,119957269,+,0,NA,NA,0
ENSG00000143067,ZNF697,chr1,120190390,-,90,1.5,0.017974038,88.375763
ENSG00000092621,PHGDH,chr1,120254418,+,0,NA,NA,0
ENSG00000134240,HMGCS2,chr1,120311555,-,0,NA,NA,0
ENSG00000134193,REG4,chr1,120354203,-,0,NA,NA,0
ENSG00000134249,ADAM30,chr1,120439147,-,535,66.875,0.688874172,313.4050796
ENSG00000134250,NOTCH2,chr1,120612317,-,0,NA,NA,0
ENSG00000188610,FAM72B,chr1,120839004,+,0,NA,NA,0
ENSG00000198019,FCGR1B,chr1,120935944,-,0,NA,NA,0
ENSG00000236334,PPIAL4G,chr1,143767881,-,0,NA,NA,0
ENSG00000215784,FAM72D,chr1,143913143,-,0,NA,NA,0
ENSG00000178104,PDE4DIP,chr1,144997111,-,0,NA,NA,0
ENSG00000168509,HFE2,chr1,145413190,+,100,100,1,5.418908227
ENSG00000121851,POLR3GL,chr1,145470387,-,87,5.8,0.119022082,116.2554718
ENSG00000131779,PEX11B,chr1,145516164,+,80,5.714285714,0.073337912,67.25402931
ENSG00000143127,ITGA10,chr1,145524989,+,0,NA,NA,0
ENSG00000198483,ANKRD35,chr1,145549208,+,87,3.954545455,0.085921053,13.37318549
ENSG00000131788,PIAS3,chr1,145575987,+,114,4.384615385,0.033973881,18.62168815
ENSG00000186364,NUDT17,chr1,145589435,-,245,27.22222222,0.502083333,34.79164342
ENSG00000186141,POLR3C,chr1,145610884,-,123,6.473684211,0.019632768,7.148423939
ENSG00000117281,CD160,chr1,145715565,-,412,27.46666667,0.168410795,125.9277622
ENSG00000174827,PDZK1,chr1,145727665,+,100,16.66666667,0.163103448,39.64474615
ENSG00000117262,GPR89A,chr1,145826450,-,0,NA,NA,0
ENSG00000131791,PRKAB2,chr1,146644129,-,208,3.586206897,0.028888366,65.61557418
ENSG00000131781,FMO5,chr1,146697230,-,0,NA,NA,0
ENSG00000131778,CHD1L,chr1,146714290,+,58,1.705882353,0.019108409,20.01433229
ENSG00000116128,BCL9,chr1,147013181,+,0,NA,NA,0
ENSG00000256374,PPIAL4D,chr1,148202536,-,0,NA,NA,0
ENSG00000275974,PPIAL4C,chr1,149553002,+,0,NA,NA,0
ENSG00000150337,FCGR1A,chr1,149754249,+,0,NA,NA,0
ENSG00000203814,HIST2H2BF,chr1,149783928,-,0,NA,NA,0
ENSG00000183598,HIST2H3D,chr1,149785236,-,0,NA,NA,0
ENSG00000203811,HIST2H3C,chr1,149812765,-,0,NA,NA,0
ENSG00000203812,HIST2H2AA4,chr1,149822627,+,0,NA,NA,0
ENSG00000203852,HIST2H3A,chr1,149824180,+,0,NA,NA,0
ENSG00000184678,HIST2H2BE,chr1,149858232,-,21,1.4,0.023630363,17.20862786
ENSG00000184260,HIST2H2AC,chr1,149858524,+,21,1.4,0.023630363,18.24353695
ENSG00000184270,HIST2H2AB,chr1,149859466,-,0,NA,NA,0
ENSG00000178096,BOLA1,chr1,149871154,+,2186,91.08333333,0.926570617,2457.398084
ENSG00000159164,SV2A,chr1,149889434,-,938,62.53333333,0.608880866,342.710151
ENSG00000143368,SF3B4,chr1,149900144,-,14,1.555555556,0.012483221,2.042711671
ENSG00000014914,MTMR11,chr1,149908791,-,100,100,1,1.148664542
ENSG00000136631,VPS45,chr1,150039341,+,69,2.15625,0.023151227,30.89544897
ENSG00000023902,PLEKHO1,chr1,150121766,+,871,8.887755102,0.048784585,113.5086415
ENSG00000118298,CA14,chr1,150230217,+,8,8,0.08,1.421369315
ENSG00000117362,APH1A,chr1,150241609,-,35,1.75,0.020202532,8.468677709
ENSG00000118292,C1orf54,chr1,150244772,+,0,NA,NA,0
ENSG00000159208,C1orf51,chr1,150254952,+,1967,78.68,0.780744321,1638.850616
ENSG00000117360,PRPF3,chr1,150293927,+,33,3,0.02883871,9.106698535
ENSG00000163125,RPRD2,chr1,150336989,+,0,NA,NA,0
ENSG00000143374,TARS2,chr1,150459839,+,6,3,0.037777778,2.337658548
ENSG00000143369,ECM1,chr1,150480486,+,0,0,0,0
ENSG00000143382,ADAMTSL4,chr1,150521897,+,305,5.083333333,0.024309166,38.83813508
ENSG00000143384,MCL1,chr1,150552214,-,13,0.52,0.0116826,6.852580884
ENSG00000143420,ENSA,chr1,150602098,-,0,0,0,0
ENSG00000143457,GOLPH3L,chr1,150669672,-,0,NA,NA,0
ENSG00000163131,CTSS,chr1,150738433,-,0,NA,NA,0
ENSG00000143387,CTSK,chr1,150780917,-,0,NA,NA,0
ENSG00000143437,ARNT,chr1,150849244,-,38,1.52,0.027865169,10.87663968
ENSG00000143379,SETDB1,chr1,150898814,+,100,100,1,1.211428207
ENSG00000143418,CERS2,chr1,150947479,-,395,3.0859375,0.022634271,76.50327447
ENSG00000143412,ANXA9,chr1,150954498,+,490,81.66666667,0.946779661,125.2950422
ENSG00000143409,FAM63A,chr1,150980854,-,79,3.590909091,0.019725686,16.4503635
ENSG00000143363,PRUNE,chr1,150980972,+,79,3.590909091,0.019725686,16.2633956
ENSG00000163141,BNIPL,chr1,151009028,+,0,NA,NA,0
ENSG00000143443,C1orf56,chr1,151020258,+,2368,81.65517241,0.786446402,579.0096282
ENSG00000197622,CDC42SE1,chr1,151032125,-,47,1.305555556,0.017418831,11.08558629
ENSG00000213190,MLLT11,chr1,151032150,+,47,1.305555556,0.017418831,11.13043958
ENSG00000143458,GABPB2,chr1,151043079,+,0,0,0,0
ENSG00000143434,SEMA6C,chr1,151119140,-,1411,23.91525424,0.079918523,166.9157699
ENSG00000163156,SCNM1,chr1,151129104,+,559,55.9,0.563170732,23.68434026
ENSG00000163155,LYSMD1,chr1,151138424,-,106,9.636363636,0.11907455,53.89393035
ENSG00000163159,VPS72,chr1,151162689,-,41,2.733333333,0.025908419,18.52751457
ENSG00000143398,PIP5K1A,chr1,151171020,+,805,53.66666667,0.443719008,411.7136215
ENSG00000159352,PSMD4,chr1,151227196,+,618,29.42857143,0.045454545,15.52966715
ENSG00000143373,ZNF687,chr1,151254790,+,38,0.808510638,0.018429952,16.78476593
ENSG00000143393,PI4KB,chr1,151300191,-,36,1.8,0.020242511,15.08809344
ENSG00000143390,RFX5,chr1,151319769,-,203,9.666666667,0.055746606,26.23445722
ENSG00000143416,SELENBP1,chr1,151345210,-,134,22.33333333,0.053179487,10.76692294
ENSG00000159377,PSMB4,chr1,151372040,+,161,16.1,0.591827586,247.6835543
ENSG00000143442,POGZ,chr1,151431941,-,22,0.511627907,0.010069324,6.264847049
ENSG00000143375,CGN,chr1,151483861,+,209,10.45,0.043015075,19.30594534
ENSG00000143367,TUFT1,chr1,151512780,+,81,4.764705882,0.025423729,13.00586021
ENSG00000143376,SNX27,chr1,151584661,+,201,5.742857143,0.039486111,30.75111687
ENSG00000159409,CELF3,chr1,151689290,-,99,14.14285714,0.114463277,26.65628432
ENSG00000178796,RIIAD1,chr1,151694012,+,100,6.666666667,0.043969231,28.9012396
ENSG00000143450,OAZ3,chr1,151735444,+,84,2.8,0.019512485,18.13522891
ENSG00000143436,MRPL9,chr1,151736040,-,84,2.8,0.019512485,16.95444876
ENSG00000182134,TDRKH,chr1,151763010,-,200,13.33333333,0.222222222,4.583659704
ENSG00000213171,LINGO4,chr1,151777882,-,100,100,1,1.217987614
ENSG00000143365,RORC,chr1,151804348,-,0,NA,NA,0
ENSG00000225556,C2CD4D,chr1,151813033,-,2461,63.1025641,0.816329114,1170.443291
ENSG00000196407,THEM5,chr1,151826173,-,50,50,0.5,1.073366531
ENSG00000159445,THEM4,chr1,151882361,-,103,4.291666667,0.022067851,14.70760203
ENSG00000197747,S100A10,chr1,151966714,-,874,33.61538462,0.463538084,1026.698442
ENSG00000163191,S100A11,chr1,152009511,-,125,5.952380952,0.029138514,18.6259084
ENSG00000182898,TCHHL1,chr1,152061540,-,0,NA,NA,0
ENSG00000159450,TCHH,chr1,152117706,-,0,NA,NA,0
