"gene.GeneID","Ensembl.Gene.ID","blah","gene.Chr","gene.Start","gene.End","gene.Strand","gene.Length","sample.group","sample.lib.size","sample.norm.factors","counts","rpkm"
6166,"ENSG00000165502",4218,267,17618,17616,2,523,1,19420249,1,2593,255.2971896
6167,"ENSG00000145592",4219,835,15024,15021,4,1570,1,19420249,1,11630,381.4391521
6168,"ENSG00000197756",4220,554,9653,9651,92,420,1,19420249,1,18521,2270.703071
6169,"ENSG00000172809",4221,414,21920,21916,93,392,1,19420249,1,14314,1880.269719
6170,"ENSG00000198918",4222,1093,2557,2552,3,401,1,19420249,1,197,25.29688576
6171,"ENSG00000274700",4223,170,19123,19120,91,584,1,19420249,1,1195,105.3659444
6171,"ENSG00000279483",4223,170,19123,19120,91,584,1,19420249,1,1195,105.3659444
6171,"ENSG00000273716",4223,170,19123,19120,91,584,1,19420249,1,1195,105.3659444
6171,"ENSG00000229117",4223,170,19123,19120,91,584,1,19420249,1,1195,105.3659444
6173,"ENSG00000241343",4224,1095,135,133,93,452,1,19420249,1,502,57.18873476
6175,"ENSG00000089157",4225,175,2780,2776,8,1264,1,19420249,1,24246,987.7299733
6176,"ENSG00000137818",4226,315,21428,21425,92,512,1,19420249,1,10154,1021.203757
6181,"ENSG00000177600",4227,124,23456,23454,93,493,1,19420249,1,18124,1893.007525
6182,"ENSG00000262814",4228,414,23288,23284,93,1000,1,19420249,1,2239,115.2920336
6183,"ENSG00000128626",4229,504,14690,14687,90,1324,1,19420249,1,862,33.52466808
6184,"ENSG00000163902",4230,740,3564,3560,10,2341,1,19420249,1,7331,161.2527062
6185,"ENSG00000118705",4231,634,13803,13801,106,2556,1,19420249,1,9903,199.5037832
6187,"ENSG00000140988",4232,368,8967,8964,7,942,1,19420249,1,3904,213.4047649
6188,"ENSG00000149273",4233,126,22550,22549,95,841,1,19420249,1,55762,3414.188949
6189,"ENSG00000145425",4234,791,6120,6117,94,905,1,19420249,1,1205,68.56203094
6191,"ENSG00000198034",4235,1097,21775,21772,7,956,1,19420249,1,13685,737.1096816
6192,"ENSG00000279950",4236,1156,11603,11601,95,897,1,19420249,1,0,0
6192,"ENSG00000129824",4236,1156,11603,11601,95,897,1,19420249,1,0,0
6193,"ENSG00000083845",4237,508,19680,19678,94,741,1,19420249,1,28703,1994.592993
6194,"ENSG00000137154",4238,1041,8664,8661,6,829,1,19420249,1,21897,1360.113946
6195,"ENSG00000117676",4239,23,11536,11534,111,3383,1,19420249,1,1420,21.61382111
6196,"ENSG00000071242",4240,902,7249,7249,23,6053,1,19420249,1,16,0.136111404
6197,"ENSG00000177189",4241,1112,8996,8998,22,7710,1,19420249,1,1894,12.64942553
6198,"ENSG00000108443",4242,424,19487,19487,103,5319,1,19420249,1,940,9.100035139
6199,"ENSG00000175634",4243,134,20993,20992,103,1770,1,19420249,1,1458,42.4159759
6201,"ENSG00000171863",4244,557,13911,13908,95,728,1,19420249,1,5492,388.4582553
6202,"ENSG00000142937",4245,6,16207,16205,94,705,1,19420249,1,13765,1005.384776
6203,"ENSG00000274626",4246,507,18669,18665,93,713,1,19420249,1,7698,555.9472456
6203,"ENSG00000277359",4246,507,18669,18665,93,713,1,19420249,1,7698,555.9472456
6203,"ENSG00000274646",4246,507,18669,18665,93,713,1,19420249,1,7698,555.9472456
6203,"ENSG00000277079",4246,507,18669,18665,93,713,1,19420249,1,7698,555.9472456
6203,"ENSG00000275323",4246,507,18669,18665,93,713,1,19420249,1,7698,555.9472456
6203,"ENSG00000274950",4246,507,18669,18665,93,713,1,19420249,1,7698,555.9472456
6203,"ENSG00000278081",4246,507,18669,18665,93,713,1,19420249,1,7698,555.9472456
6203,"ENSG00000274005",4246,507,18669,18665,93,713,1,19420249,1,7698,555.9472456
6203,"ENSG00000170889",4246,507,18669,18665,93,713,1,19420249,1,7698,555.9472456
6203,"ENSG00000278270",4246,507,18669,18665,93,713,1,19420249,1,7698,555.9472456
6204,"ENSG00000124614",4247,885,13491,13489,6,618,1,19420249,1,743,61.90782477
6205,"ENSG00000142534",4248,507,17590,17588,93,609,1,19420249,1,20935,1770.112539
6206,"ENSG00000112306",4249,885,4152,4148,94,503,1,19420249,1,11307,1157.509631
6207,"ENSG00000110700",4250,125,7501,7500,6,529,1,19420249,1,3046,296.4964057
6208,"ENSG00000164587",4251,836,5827,5822,5,786,1,19420249,1,12920,846.4185517
6209,"ENSG00000115268",4252,506,5280,5277,92,531,1,19420249,1,4939,478.9494855
6210,"ENSG00000134419",4253,366,8441,8440,5,543,1,19420249,1,10547,1000.171148
6217,"ENSG00000105193",4254,507,14821,14819,5,590,1,19420249,1,6534,570.2592315
6218,"ENSG00000182774",4255,316,23622,23621,5,485,1,19420249,1,789,83.76844827
6218,"ENSG00000278229",4255,316,23622,23621,5,485,1,19420249,1,789,83.76844827
6222,"ENSG00000235650",4256,885,13236,13234,94,542,1,19420249,1,36510,3468.628215
6222,"ENSG00000227794",4256,885,13236,13234,94,542,1,19420249,1,36510,3468.628215
6222,"ENSG00000223367",4256,885,13236,13234,94,542,1,19420249,1,36510,3468.628215
6222,"ENSG00000096150",4256,885,13236,13234,94,542,1,19420249,1,36510,3468.628215
6222,"ENSG00000231500",4256,885,13236,13234,94,542,1,19420249,1,36510,3468.628215
6222,"ENSG00000226225",4256,885,13236,13234,94,542,1,19420249,1,36510,3468.628215
6223,"ENSG00000105372",4257,508,15376,15375,94,849,1,19420249,1,4648,281.9055559
6224,"ENSG00000008988",4258,989,19239,19239,6,1321,1,19420249,1,5518,215.0919142
6227,"ENSG00000171858",4259,622,19915,19913,94,396,1,19420249,1,8483,1103.060891
6228,"ENSG00000186468",4260,835,23516,23514,4,3314,1,19420249,1,10323,160.397882
6229,"ENSG00000138326",4261,79,23307,23305,97,2960,1,19420249,1,22230,386.7167272
6230,"ENSG00000118181",4262,124,2548,2544,5,492,1,19420249,1,25656,2685.153082
6231,"ENSG00000197728",4263,171,19108,19107,92,682,1,19420249,1,444,33.52307136
6232,"ENSG00000177954",4264,4,6353,6351,92,351,1,19420249,1,90,13.20324247
6233,"ENSG00000143947",4265,556,18835,18834,94,1373,1,19420249,1,5230,196.1446007
6234,"ENSG00000233927",4266,506,23703,23699,92,382,1,19420249,1,114,15.36691519
6235,"ENSG00000213741",4267,269,17606,17604,4,829,1,19420249,1,1268,78.76076559
6236,"ENSG00000166592",4268,366,20950,20946,5,1476,1,19420249,1,3,0.104659849
6237,"ENSG00000126458",4269,508,17634,17632,6,983,1,19420249,1,93,4.871633819
6238,"ENSG00000125844",4270,642,7773,7772,26,3792,1,19420249,1,1529,20.76272552
6239,"ENSG00000124782",4271,893,21691,21689,102,8905,1,19420249,1,1476,8.534884331
6240,"ENSG00000167325",4272,138,15101,15099,107,3191,1,19420249,1,5949,95.99804103
6241,"ENSG00000171848",4273,560,568,567,98,3434,1,19420249,1,3654,54.79153383
6242,"ENSG00000114993",4274,564,22427,22427,14,2849,1,19420249,1,136,2.45805539
6247,"ENSG00000102104",4275,1096,8384,8383,6,3026,1,19420249,1,0,0
6247,"LRG_702",4275,1096,8384,8383,6,3026,1,19420249,1,0,0
6248,"ENSG00000197312",4276,1,6877,6874,89,1854,1,19420249,1,278,7.721119465
6248,"ENSG00000215695",4276,1,6877,6874,89,1854,1,19420249,1,278,7.721119465
6249,"ENSG00000130779",4277,192,3000,2997,25,5880,1,19420249,1,3712,32.50692187
6251,"ENSG00000148484",4278,79,7224,7227,9,3755,1,19420249,1,465,6.376585945
6252,"ENSG00000139970",4279,275,19817,19817,10,3711,1,19420249,1,2,0.027751358
6253,"ENSG00000125744",4280,513,16427,16422,11,2284,1,19420249,1,292,6.583122823
6256,"ENSG00000186350",4281,1045,4590,4587,98,5522,1,19420249,1,560,5.221999558
6257,"ENSG00000231321",4282,889,13216,13213,10,2875,1,19420249,1,476,8.525391069
6257,"ENSG00000228333",4282,889,13216,13213,10,2875,1,19420249,1,476,8.525391069
6257,"ENSG00000227322",4282,889,13216,13213,10,2875,1,19420249,1,476,8.525391069
6257,"ENSG00000235712",4282,889,13216,13213,10,2875,1,19420249,1,476,8.525391069
6257,"ENSG00000206289",4282,889,13216,13213,10,2875,1,19420249,1,476,8.525391069
6257,"ENSG00000204231",4282,889,13216,13213,10,2875,1,19420249,1,476,8.525391069
6258,"ENSG00000143171",4283,11,7179,7179,11,2469,1,19420249,1,0,0
6259,"ENSG00000163785",4284,745,4254,4251,15,2940,1,19420249,1,200,3.502901064
6261,"ENSG00000196218",4285,550,14560,14555,172,15391,1,19420249,1,764,2.556064016
6262,"ENSG00000198626",4286,66,10614,10611,171,16365,1,19420249,1,50,0.157325529
6263,"ENSG00000198838",4287,361,13334,13333,170,15559,1,19420249,1,3,0.009928526
6271,"ENSG00000160678",4288,3,6303,6300,91,593,1,19420249,1,422,36.64400752
6272,"ENSG00000134243",4289,20,1480,1477,20,7018,1,19420249,1,3176,23.30302687
6273,"ENSG00000196754",4290,3,6293,6290,3,963,1,19420249,1,1,0.053471075
6274,"ENSG00000188015",4291,3,6291,6288,3,738,1,19420249,1,3,0.209319698
6275,"ENSG00000196154",4292,4,6290,6287,4,564,1,19420249,1,100,9.129901709
6276,"ENSG00000196420",4293,4,6289,6285,4,710,1,19420249,1,2,0.145049706
6277,"ENSG00000197956",4294,3,6287,6284,3,683,1,19420249,1,919,69.28512642
6278,"ENSG00000143556",4295,3,6280,6277,3,439,1,19420249,1,0,0
6279,"ENSG00000143546",4296,3,6269,6266,3,408,1,19420249,1,0,0
6280,"ENSG00000163220",4297,3,6265,6263,91,577,1,19420249,1,0,0
6281,"ENSG00000197747",4298,3,6111,6108,3,1055,1,19420249,1,30,1.464245848
6282,"ENSG00000163191",4299,3,6118,6115,3,594,1,19420249,1,645,55.91373138
6283,"ENSG00000163221",4300,3,6268,6265,3,466,1,19420249,1,0,0
6284,"ENSG00000189171",4301,9,6301,6299,9,1403,1,19420249,1,644,23.63596849
6285,"ENSG00000160307",4302,659,17004,17000,3,1135,1,19420249,1,0,0
6286,"ENSG00000163993",4303,787,20951,20948,90,510,1,19420249,1,28,2.827047212
6288,"ENSG00000173432",4304,123,8168,8167,92,678,1,19420249,1,0,0
6289,"ENSG00000134339",4305,124,8150,8147,5,1472,1,19420249,1,0,0
6290,"ENSG00000166787",4306,122,8100,8099,3,642,1,19420249,1,0,0
6291,"ENSG00000255071",4307,123,8143,8141,4,636,1,19420249,1,0,0
6291,"ENSG00000148965",4307,123,8143,8141,4,636,1,19420249,1,0,0
6293,"ENSG00000224455",4308,899,13232,13231,20,2951,1,19420249,1,2268,39.57482898
6293,"ENSG00000228425",4308,899,13232,13231,20,2951,1,19420249,1,2268,39.57482898
6293,"ENSG00000236014",4308,899,13232,13231,20,2951,1,19420249,1,2268,39.57482898
6293,"ENSG00000223618",4308,899,13232,13231,20,2951,1,19420249,1,2268,39.57482898
6293,"ENSG00000223501",4308,899,13232,13231,20,2951,1,19420249,1,2268,39.57482898
6293,"ENSG00000225590",4308,899,13232,13231,20,2951,1,19420249,1,2268,39.57482898
6293,"ENSG00000206286",4308,899,13232,13231,20,2951,1,19420249,1,2268,39.57482898
6294,"ENSG00000160633",4309,523,19055,19056,109,2988,1,19420249,1,12204,210.3133358
6295,"ENSG00000130561",4310,566,10493,10491,104,1749,1,19420249,1,0,0
6296,"ENSG00000005187",4311,375,9311,9309,102,2291,1,19420249,1,5494,123.4834549
6297,"ENSG00000165821",4312,267,9771,9771,2,4913,1,19420249,1,652,6.833544669
6299,"ENSG00000103449",4313,365,17902,17899,4,5360,1,19420249,1,0,0
6300,"ENSG00000188130",4314,707,17807,17805,12,1754,1,19420249,1,2174,63.82269762
6301,"ENSG00000031698",4315,10,1461,1458,98,6306,1,19420249,1,13695,111.8287
6302,"ENSG00000135452",4316,173,19531,19530,94,1740,1,19420249,1,157,4.646175497
6303,"ENSG00000130066",4317,1097,10636,10633,95,1174,1,19420249,1,1343,58.9051304
6304,"ENSG00000182568",4318,742,8217,8216,12,5619,1,19420249,1,4,0.036656092
6305,"ENSG00000100241",4319,728,17847,17845,41,8019,1,19420249,1,2371,15.22497354
6307,"ENSG00000052802",4320,791,7217,7217,94,2139,1,19420249,1,378,9.099682119
6309,"ENSG00000109929",4321,125,2838,2834,94,7157,1,19420249,1,262,1.885017907
6310,"ENSG00000124788",4322,888,7098,7101,9,10636,1,19420249,1,11,0.053254899
6311,"ENSG00000204842",4323,192,1768,1766,25,4702,1,19420249,1,1137,12.45153936
6314,"ENSG00000163635",4324,745,20379,20379,103,7526,1,19420249,1,215,1.471022962
6315,"ENSG00000230223",4325,226,21614,21612,93,1472,1,19420249,1,0,0
6317,"ENSG00000057149",4326,471,19975,19973,8,1777,1,19420249,1,3,0.086931872
6318,"ENSG00000206073",4327,471,19972,19970,8,1719,1,19420249,1,0,0
6319,"ENSG00000099194",4328,76,471,470,94,5468,1,19420249,1,14999,141.2469261
6320,"ENSG00000105472",4329,506,17912,17909,92,1407,1,19420249,1,436,15.95649858
6322,"ENSG00000047634",4330,1098,7884,7883,96,2911,1,19420249,1,0,0
6323,"ENSG00000144285",4331,576,7251,7251,26,8133,1,19420249,1,1,0.006331322
6323,"LRG_8",4331,576,7251,7251,26,8133,1,19420249,1,1,0.006331322
6324,"ENSG00000105711",4332,508,13728,13726,94,1979,1,19420249,1,20,0.520390557
6326,"ENSG00000136531",4333,579,7213,7213,117,9191,1,19420249,1,33,0.184882745
6327,"ENSG00000149575",4334,123,2451,2446,4,4922,1,19420249,1,0,0
6328,"ENSG00000153253",4335,579,7207,7206,29,9217,1,19420249,1,11,0.061453738
6329,"ENSG00000007314",4336,433,20097,20096,24,7805,1,19420249,1,29,0.191324372
6330,"LRG_330",4337,124,2448,2444,5,4819,1,19420249,1,0,0
6330,"ENSG00000177098",4337,124,2448,2444,5,4819,1,19420249,1,0,0
6331,"ENSG00000183873",4338,759,14488,14486,29,8597,1,19420249,1,1,0.005989606
6331,"LRG_289",4338,759,14488,14486,29,8597,1,19420249,1,1,0.005989606
6332,"ENSG00000136546",4339,575,7272,7271,25,5727,1,19420249,1,1,0.008991208
6334,"ENSG00000196876",4340,194,18055,18053,115,7215,1,19420249,1,10,0.071368878
6335,"ENSG00000169432",4341,577,7264,7264,27,9762,1,19420249,1,1361,7.179009498
6335,"LRG_369",4341,577,7264,7264,27,9762,1,19420249,1,1361,7.179009498
6336,"ENSG00000185313",4342,757,14513,14512,27,5874,1,19420249,1,0,0
6337,"ENSG00000111319",4343,181,20498,20500,14,3822,1,19420249,1,0,0
6338,"ENSG00000168447",4344,374,10442,10440,101,2597,1,19420249,1,0,0
6339,"ENSG00000162572",4345,15,2891,2891,103,2684,1,19420249,1,17,0.326145669
6340,"ENSG00000166828",4346,374,10382,10377,101,3499,1,19420249,1,0,0
6341,"ENSG00000133028",4347,415,976,976,6,1754,1,19420249,1,725,21.28401829
6342,"ENSG00000116171",4348,17,18372,18370,105,3700,1,19420249,1,1948,27.11018208
6343,"ENSG00000070031",4349,123,20229,20230,4,514,1,19420249,1,0,0
6343,"ENSG00000274473",4349,123,20229,20230,4,514,1,19420249,1,0,0
6344,"ENSG00000080293",4350,563,2727,2725,13,1823,1,19420249,1,0,0
6345,"ENSG00000185739",4351,367,15389,15398,6,4214,1,19420249,1,0,0
6346,"ENSG00000108702",4352,412,13078,13078,3,542,1,19420249,1,0,0
6347,"ENSG00000108691",4353,412,13047,13046,91,749,1,19420249,1,6,0.412491153
6348,"ENSG00000278567",4354,412,13504,13501,3,797,1,19420249,1,3,0.193824262
6348,"ENSG00000277632",4354,412,13504,13501,3,797,1,19420249,1,3,0.193824262
6348,"ENSG00000274221",4354,412,13504,13501,3,797,1,19420249,1,3,0.193824262
6349,"ENSG00000277768",4355,412,13538,13533,3,783,1,19420249,1,0,0
6349,"ENSG00000277796",4355,412,13538,13533,3,783,1,19420249,1,0,0
6349,"ENSG00000276085",4355,412,13538,13533,3,783,1,19420249,1,0,0
6349,"ENSG00000277336",4355,412,13538,13533,3,783,1,19420249,1,0,0
6351,"ENSG00000275302",4356,412,13505,13502,91,667,1,19420249,1,0,0
6351,"ENSG00000275824",4356,412,13505,13502,91,667,1,19420249,1,0,0
6351,"ENSG00000277943",4356,412,13505,13502,91,667,1,19420249,1,0,0
6352,"ENSG00000271503",4357,412,13459,13456,3,1230,1,19420249,1,3,0.125591819
6352,"ENSG00000274233",4357,412,13459,13456,3,1230,1,19420249,1,3,0.125591819
6354,"ENSG00000108688",4358,412,13052,13052,91,805,1,19420249,1,0,0
6355,"ENSG00000108700",4359,412,13065,13065,91,1250,1,19420249,1,1,0.041194117
6356,"ENSG00000172156",4360,412,13057,13057,91,925,1,19420249,1,0,0
6357,"ENSG00000181374",4361,412,13075,13075,91,851,1,19420249,1,0,0
6358,"ENSG00000277236",4362,413,13479,13478,4,554,1,19420249,1,0,0
6358,"ENSG00000276409",4362,413,13479,13478,4,554,1,19420249,1,0,0
6359,"ENSG00000275718",4363,413,13482,13479,4,1052,1,19420249,1,0,0
6359,"ENSG00000275688",4363,413,13482,13479,4,1052,1,19420249,1,0,0
6360,"ENSG00000275095",4364,412,13478,13476,3,1497,1,19420249,1,1,0.034397225
6360,"ENSG00000275152",4364,412,13478,13476,3,1497,1,19420249,1,1,0.034397225
6361,"ENSG00000102970",4365,365,19370,19369,92,615,1,19420249,1,1,0.083727879
6362,"ENSG00000278006",4366,412,13493,13491,91,770,1,19420249,1,0,0
6362,"ENSG00000278167",4366,412,13493,13491,91,770,1,19420249,1,0,0
6362,"ENSG00000275385",4366,412,13493,13491,91,770,1,19420249,1,0,0
6363,"ENSG00000172724",4367,1039,13565,13559,4,684,1,19420249,1,0,0
6364,"ENSG00000115009",4368,554,10172,10169,92,842,1,19420249,1,0,0
6366,"ENSG00000137077",4369,1039,13569,13564,4,878,1,19420249,1,0,0
6367,"ENSG00000102962",4370,364,19353,19351,91,2918,1,19420249,1,3,0.052939663
6368,"ENSG00000274736",4371,413,13485,13483,4,625,1,19420249,1,0,0
6369,"ENSG00000106178",4372,937,22623,22621,3,360,1,19420249,1,4,0.572140507
6370,"ENSG00000131142",4373,507,23478,23475,93,891,1,19420249,1,0,0
6372,"ENSG00000124875",4374,789,22447,22445,92,1659,1,19420249,1,0,0
6373,"ENSG00000169248",4375,789,22899,22896,4,1489,1,19420249,1,59,2.040339888
6374,"ENSG00000163735",4376,789,22491,22491,4,2458,1,19420249,1,0,0
6375,"ENSG00000143184",4377,3,7353,7351,91,1222,1,19420249,1,0,0
6376,"ENSG00000006210",4378,364,19360,19359,91,3273,1,19420249,1,0,0
6382,"ENSG00000115884",4379,556,9138,9133,6,3373,1,19420249,1,30,0.457983803
6383,"ENSG00000169439",4380,988,25351,25348,93,3485,1,19420249,1,18,0.265959145
6385,"ENSG00000124145",4381,621,15842,15841,5,2613,1,19420249,1,129,2.542116834
6386,"ENSG00000137575",4382,992,19756,19756,97,2167,1,19420249,1,2775,65.94005152
6387,"ENSG00000107562",4383,75,16115,16112,5,5286,1,19420249,1,0,0
6388,"ENSG00000132581",4384,412,11569,11567,3,1075,1,19420249,1,540,25.86607316
6389,"ENSG00000073578",4385,846,9688,9689,103,2390,1,19420249,1,7145,153.9393109
6390,"LRG_316",4386,8,7635,7634,8,1153,1,19420249,1,5140,229.5509094
6390,"ENSG00000117118",4386,8,7635,7634,8,1153,1,19420249,1,5140,229.5509094
6391,"ENSG00000143252",4387,6,7011,7007,94,2858,1,19420249,1,459,8.269812578
6391,"LRG_317",4387,6,7011,7007,94,2858,1,19420249,1,459,8.269812578
6392,"ENSG00000204370",4388,123,1777,1775,92,1365,1,19420249,1,501,18.89949851
6396,"ENSG00000157020",4389,741,689,688,11,1770,1,19420249,1,3277,95.33412416
6397,"ENSG00000129657",4390,427,22563,22562,106,5717,1,19420249,1,1767,15.9152536
6398,"ENSG00000141574",4391,414,23381,23378,5,2282,1,19420249,1,8,0.180517601
6399,"ENSG00000256060",4392,1096,4596,4594,6,2860,1,19420249,1,83,1.494366989
6399,"ENSG00000196459",4392,1096,4596,4594,6,2860,1,19420249,1,83,1.494366989
6400,"ENSG00000071537",4393,286,23547,23545,21,6579,1,19420249,1,979,7.662456313
6401,"ENSG00000007908",4394,14,7412,7410,14,3875,1,19420249,1,2,0.026576849
6402,"ENSG00000188404",4395,9,7407,7406,9,2495,1,19420249,1,2,0.04127667
6403,"ENSG00000174175",4396,17,7401,7399,17,3172,1,19420249,1,2,0.03246699
6404,"ENSG00000110876",4397,170,1374,1373,3,2543,1,19420249,1,239,4.839458241
6405,"ENSG00000001617",4398,749,17651,17647,107,3516,1,19420249,1,28,0.410066575
6406,"ENSG00000124233",4399,619,15802,15801,91,1663,1,19420249,1,0,0
6407,"ENSG00000124157",4400,619,15804,15802,91,1982,1,19420249,1,0,0
6414,"ENSG00000250722",4401,838,15498,15498,7,2203,1,19420249,1,34,0.794711735
6415,"ENSG00000178980",4402,508,17075,17072,94,876,1,19420249,1,466,27.39220647
6416,"ENSG00000065559",4403,420,2608,2604,99,3743,1,19420249,1,496,6.823497793
6418,"ENSG00000119335",4404,1044,3954,3950,97,3272,1,19420249,1,33885,533.2604821
6419,"ENSG00000170364",4405,734,15698,15695,92,2397,1,19420249,1,495,10.63365023
6421,"ENSG00000116560",4406,10,13750,13749,10,3073,1,19420249,1,26941,451.4361751
6422,"ENSG00000104332",4407,986,15090,15088,3,4467,1,19420249,1,0,0
6423,"ENSG00000145423",4408,788,6425,6423,3,1990,1,19420249,1,2,0.051751403
6424,"ENSG00000106483",4409,940,14306,14305,6,2974,1,19420249,1,0,0
6425,"ENSG00000120057",4410,73,25605,25603,3,1883,1,19420249,1,4,0.109384271
6426,"ENSG00000136450",4411,412,18997,18998,3,5643,1,19420249,1,13026,118.8628747
6427,"ENSG00000161547",4412,411,22457,22457,2,2882,1,19420249,1,5342,95.44542436
6428,"ENSG00000112081",4413,885,13983,13979,94,3144,1,19420249,1,9897,162.0937385
6429,"ENSG00000116350",4414,6,12177,12175,6,2530,1,19420249,1,6346,129.1590234
6430,"ENSG00000100650",4415,273,21511,21507,96,1651,1,19420249,1,5365,167.3277068
6431,"ENSG00000124193",4416,623,15309,15306,95,4015,1,19420249,1,8761,112.3604156
6432,"ENSG00000115875",4417,558,14566,14562,8,2489,1,19420249,1,9084,187.9305717
6433,"ENSG00000061936",4418,185,4045,4040,106,3245,1,19420249,1,1898,30.1180405
6434,"ENSG00000136527",4419,739,8326,8323,9,4290,1,19420249,1,8076,96.93580564
6439,"ENSG00000168878",4420,562,23903,23900,12,3667,1,19420249,1,0,0
6440,"ENSG00000168484",4421,988,9804,9803,93,1190,1,19420249,1,0,0
6441,"ENSG00000133661",4422,78,23532,23530,8,1283,1,19420249,1,0,0
6442,"ENSG00000108823",4423,419,17058,17055,98,1433,1,19420249,1,0,0
6442,"LRG_203",4423,419,17058,17055,98,1433,1,19420249,1,0,0
6443,"ENSG00000163069",4424,791,18279,18278,6,4279,1,19420249,1,1,0.012033804
6443,"LRG_204",4424,791,18279,18278,6,4279,1,19420249,1,1,0.012033804
6444,"LRG_205",4425,840,6541,6539,97,10145,1,19420249,1,0,0
6444,"ENSG00000170624",4425,840,6541,6539,97,10145,1,19420249,1,0,0
6445,"ENSG00000102683",4426,229,10626,10621,96,1655,1,19420249,1,33,1.026741575
6445,"LRG_207",4426,229,10626,10621,96,1655,1,19420249,1,33,1.026741575
6446,"ENSG00000118515",4427,896,4340,4337,17,3965,1,19420249,1,230,2.986963051
6447,"ENSG00000166922",4428,317,13156,13155,94,1244,1,19420249,1,2,0.082785604
6447,"ENSG00000277614",4428,317,13156,13155,94,1244,1,19420249,1,2,0.082785604
6448,"ENSG00000181523",4429,417,23097,23094,8,2768,1,19420249,1,214,3.981006563
6449,"ENSG00000104969",4430,514,11742,11744,12,2315,1,19420249,1,3917,87.12600128
6450,"ENSG00000185437",4431,664,15017,15013,96,1286,1,19420249,1,454,18.17858563
6451,"ENSG00000131171",4432,1094,23400,23398,92,2062,1,19420249,1,520,12.98553624
6452,"ENSG00000087266",4433,801,11852,11849,104,9790,1,19420249,1,195,1.025645138
6453,"ENSG00000205726",4434,692,13629,13626,129,7951,1,19420249,1,850,5.504810564
6455,"ENSG00000141985",4435,512,15744,15744,10,2443,1,19420249,1,1470,30.98411342
6456,"ENSG00000107295",4436,1044,7756,7756,97,2728,1,19420249,1,0,0
6457,"ENSG00000140600",4437,320,23721,23718,97,1695,1,19420249,1,417,12.6681022
6458,"ENSG00000266777",4438,410,12399,12397,89,2497,1,19420249,1,10,0.206218044
6459,"ENSG00000266777",4439,410,12060,12059,89,2506,1,19420249,1,7,0.143834206
6461,"ENSG00000107338",4440,1041,14301,14300,6,6021,1,19420249,1,398,3.403765648
6462,"ENSG00000129214",4441,419,22571,22570,98,1508,1,19420249,1,1,0.034146317
6464,"ENSG00000160691",4442,13,6446,6444,13,3717,1,19420249,1,1054,14.60135822
6468,"ENSG00000107829",4443,79,680,679,9,2212,1,19420249,1,147,3.421979615
6469,"ENSG00000164690",4444,937,6529,6526,3,1576,1,19420249,1,0,0
6470,"ENSG00000176974",4445,421,8129,8126,12,2519,1,19420249,1,671,13.71638159
6472,"ENSG00000182199",4446,181,19404,19403,102,2856,1,19420249,1,3190,57.51454468
6473,"ENSG00000185960",4447,1144,19618,19622,102,8768,1,19420249,1,0,0
6474,"ENSG00000168779",4448,736,6717,6713,6,3223,1,19420249,1,248,3.962201712
6476,"ENSG00000090402",4449,775,7158,7158,48,6011,1,19420249,1,0,0
6477,"ENSG00000196470",4450,364,17106,17103,3,2502,1,19420249,1,10,0.205805938
6478,"ENSG00000181788",4451,732,5922,5920,2,2620,1,19420249,1,578,11.35982793
6480,"ENSG00000073849",4452,739,8388,8387,97,4732,1,19420249,1,2842,30.92605641
6482,"ENSG00000008513",4453,992,4337,4334,9,6971,1,19420249,1,334,2.467155881
6483,"ENSG00000157350",4454,368,21557,21555,7,4450,1,19420249,1,1517,17.55378504
6484,"ENSG00000110080",4455,130,3377,3374,99,1743,1,19420249,1,169,4.992689107
6487,"ENSG00000126091",4456,13,15927,15924,101,2450,1,19420249,1,374,7.860509988
6489,"ENSG00000111728",4457,172,9936,9936,5,9714,1,19420249,1,0,0
6490,"ENSG00000185664",4458,178,19083,19082,11,2126,1,19420249,1,2,0.048440871
6491,"ENSG00000123473",4459,17,16926,16923,17,5019,1,19420249,1,1375,14.10687144
6492,"ENSG00000112246",4460,890,177,175,11,3995,1,19420249,1,0,0
6493,"ENSG00000159263",4461,667,14341,14340,99,4959,1,19420249,1,5,0.051918376
6494,"ENSG00000213445",4462,136,20671,20669,105,3706,1,19420249,1,779,10.82373744
6495,"ENSG00000126778",4463,267,19940,19938,2,2687,1,19420249,1,4,0.076654478
6496,"ENSG00000138083",4464,552,16191,16189,90,2523,1,19420249,1,0,0
6497,"ENSG00000157933",4465,7,9610,9609,95,5707,1,19420249,1,442,3.988040892
6498,"ENSG00000136603",4466,737,7439,7436,95,3588,1,19420249,1,489,7.017810401
6499,"ENSG00000225737",4467,907,12893,12889,116,4170,1,19420249,1,1719,21.22682443
6499,"ENSG00000223493",4467,907,12893,12889,116,4170,1,19420249,1,1719,21.22682443
6499,"ENSG00000232616",4467,907,12893,12889,116,4170,1,19420249,1,1719,21.22682443
6499,"ENSG00000228896",4467,907,12893,12889,116,4170,1,19420249,1,1719,21.22682443
6499,"ENSG00000206353",4467,907,12893,12889,116,4170,1,19420249,1,1719,21.22682443
6499,"ENSG00000204351",4467,907,12893,12889,116,4170,1,19420249,1,1719,21.22682443
6500,"ENSG00000113558",4468,836,4193,4189,5,2699,1,19420249,1,5944,113.4021066
6502,"ENSG00000145604",4469,842,13894,13891,99,1800,1,19420249,1,1558,44.5697455
